Gene name,Mouse gene name,Mouse homology type
cln3,Cln3,ortholog_one2one
s1pr4,S1pr4,ortholog_one2one
her6,Hes1,ortholog_one2one
pard6ga,Pard6g,ortholog_one2many
hyal3,Hyal3,ortholog_one2one
ATP11B,Atp11b,ortholog_one2one
lrrc24,Lrrc24,ortholog_one2one
cyp2ae1,Cyp2j8,ortholog_many2many
cyp2ae1,Cyp2j6,ortholog_many2many
cyp2ae1,Cyp2j11,ortholog_many2many
cyp2ae1,Cyp2j5,ortholog_many2many
cyp2ae1,Cyp2j7,ortholog_many2many
cyp2ae1,Cyp2j12,ortholog_many2many
rec114,Rec114,ortholog_one2one
mbtd1,Mbtd1,ortholog_one2one
gfra4b,Gfra4,ortholog_one2many
prkar2aa,Prkar2a,ortholog_one2many
CHST12,Chst12,ortholog_one2many
gtdc1,Gtdc1,ortholog_one2one
si:dkeyp-115e12.6,Cenpf,ortholog_one2one
grip2a,Grip2,ortholog_one2many
dcun1d3,Dcun1d3,ortholog_one2one
C5H9orf85,1110059E24Rik,ortholog_one2one
erap1a,Erap1,ortholog_one2many
rapgef1a,Rapgef1,ortholog_one2many
hmbox1a,Hmbox1,ortholog_one2many
arl6ip5b,Arl6ip5,ortholog_one2many
themis,Themis,ortholog_one2one
rbm34,Rbm34,ortholog_one2one
ap2a1,Ap2a1,ortholog_one2one
psme3ip1,Psme3ip1,ortholog_one2one
psmd8,Psmd8,ortholog_one2one
pygmb,Pygm,ortholog_one2many
strap,Strap,ortholog_one2one
lhx6,Lhx6,ortholog_one2many
zgc:158423,Slc3a2,ortholog_one2many
pccb,Pccb,ortholog_one2one
ptger1a,Ptger1,ortholog_one2many
pigrl4.2,Fcamr,ortholog_one2many
si:ch211-59d15.9,Saysd1,ortholog_one2one
aff3,Aff3,ortholog_one2one
ankrd44,Ankrd44,ortholog_one2one
nsd3,Nsd3,ortholog_one2one
cracr2b,Cracr2b,ortholog_one2one
tom1,Tom1,ortholog_one2one
si:ch211-261n11.5,Lrif1,ortholog_one2one
mtmr7a,Mtmr7,ortholog_one2many
ano9a,Ano9,ortholog_one2many
ccdc15,Ccdc15,ortholog_one2one
rangap1b,Rangap1,ortholog_one2many
rnf40,Rnf40,ortholog_one2one
mrrf,Mrrf,ortholog_one2one
cabp1a,Cabp1,ortholog_one2many
rint1,Rint1,ortholog_one2one
ggnbp2,Ggnbp2,ortholog_one2one
setx,Ct55,ortholog_many2many
setx,Setx,ortholog_many2many
setx,Mov10l1,ortholog_many2many
setx,4933416I08Rik,ortholog_many2many
stag1a,Stag1,ortholog_one2one
kcmf1,Kcmf1,ortholog_one2one
arrdc3a,Arrdc3,ortholog_one2one
susd5,Susd5,ortholog_one2one
nelfe,Nelfe,ortholog_one2one
gpcpd1,Gpcpd1,ortholog_one2one
tent4a,Tent4a,ortholog_one2one
saal1,Saal1,ortholog_one2one
ing2,Ing2,ortholog_one2one
smc1b,Smc1b,ortholog_one2one
mgat4a,Mgat4a,ortholog_one2one
nxph2b,Nxph2,ortholog_one2many
srcap,Srcap,ortholog_one2one
amh,Amh,ortholog_one2one
si:dkey-217f16.6,Tnrc6b,ortholog_one2many
si:dkey-97a13.6,Helz2,ortholog_one2many
bag3,Bag3,ortholog_one2one
rbm18,Rbm18,ortholog_one2one
sod3b,Sod3,ortholog_one2many
slc44a5b,Slc44a5,ortholog_one2many
isl2b,Isl2,ortholog_one2many
pdf,Pdf,ortholog_one2one
pdgfbb,Pdgfb,ortholog_one2many
sf3b1,Sf3b1,ortholog_one2one
si:dkey-57n24.6,Cfap92,ortholog_one2one
polr1a,Polr1a,ortholog_one2one
asxl2,Asxl2,ortholog_one2one
lmod1b,Lmod1,ortholog_one2many
ppp1r9a,Ppp1r9a,ortholog_one2one
ntm,Opcml,ortholog_many2many
espnlb,Espnl,ortholog_one2many
otud5a,Otud5,ortholog_one2many
arhgap15,Arhgap15,ortholog_one2one
myct1a,Myct1,ortholog_one2many
zp2l1,4930562C15Rik,ortholog_many2many
prkceb,Prkce,ortholog_one2many
mrps6,Mrps6,ortholog_one2one
serac1,Serac1,ortholog_one2one
slc45a4b,Slc45a4,ortholog_one2many
mycbp2,Mycbp2,ortholog_one2one
ctdsp2,Ctdsp2,ortholog_one2one
camk2g1,Camk2g,ortholog_one2many
dnase1l1,Dnase1l1,ortholog_one2one
alkal2a,Alkal2,ortholog_one2many
dlgap5,Dlgap5,ortholog_one2one
gkap1,Gkap1,ortholog_one2one
commd4,Commd4,ortholog_one2one
lta4h,Lta4h,ortholog_one2one
tbce,Tbce,ortholog_one2one
zc3h4,Zc3h4,ortholog_one2one
luzp2,Luzp2,ortholog_one2one
st6gal2b,St6gal2,ortholog_one2many
enpep,Enpep,ortholog_one2one
mlip,Mlip,ortholog_one2one
arid1aa,Arid1a,ortholog_one2many
wnt4,Wnt4,ortholog_one2one
slc6a2,Slc6a2,ortholog_one2one
chd8,Chd8,ortholog_one2one
pgm2l1,Pgm2l1,ortholog_one2one
psmd14,Psmd14,ortholog_one2one
thap11,Thap11,ortholog_one2one
camk4,Camk4,ortholog_one2one
zgc:153115,Klf17,ortholog_many2many
zgc:153115,Klf16,ortholog_many2many
zgc:153115,Klf14,ortholog_many2many
zgc:153115,Zfp352,ortholog_many2many
kcnq2b,Kcnq2,ortholog_one2many
baz2a,Baz2a,ortholog_one2one
zgc:114104,Zmat1,ortholog_one2one
pafah1b2,Pafah1b2,ortholog_one2one
sec22bb,Sec22b,ortholog_one2many
si:ch211-198a12.6,Zfp940,ortholog_one2many
si:ch211-198a12.6,Zfp267,ortholog_one2many
si:ch211-198a12.6,Zfp846,ortholog_one2many
si:ch211-198a12.6,Zfp418,ortholog_one2many
chtopb,Chtop,ortholog_one2many
pptc7a,Pptc7,ortholog_one2many
uri1,Uri1,ortholog_one2one
tubgcp3,Tubgcp3,ortholog_one2one
kcnh2a,Kcnh2,ortholog_one2many
unc5da,Unc5d,ortholog_one2many
ifih1,Ifih1,ortholog_one2one
tbr1a,Tbr1,ortholog_one2many
ripply2,Ripply1,ortholog_one2one
arhgap4b,Arhgap4,ortholog_one2many
gtpbp2b,Gtpbp2,ortholog_one2one
fybb,Fyb,ortholog_one2many
arl6,Arl6,ortholog_one2one
kcnj1a.1,Kcnj1,ortholog_one2many
gfod2,Gfod2,ortholog_one2one
srsf6a,Srsf6,ortholog_one2many
cept1b,Cept1,ortholog_one2many
foxp4,Foxp4,ortholog_one2one
si:dkey-161j23.5,Katnip,ortholog_one2many
b4galnt1a,B4galnt1,ortholog_one2many
figla,Figla,ortholog_one2one
adma,Adm,ortholog_one2many
si:ch211-215e19.6,Fcamr,ortholog_one2many
si:ch211-151p13.8,Adissp,ortholog_one2many
ptch2,Ptch2,ortholog_one2one
cbsb,Cbs,ortholog_one2many
znf839,Zfp839,ortholog_one2one
C22H1orf53,2310009B15Rik,ortholog_one2one
cdkn1ba,Cdkn1b,ortholog_one2many
anxa3a,Anxa3,ortholog_one2many
cdc20,Cdc20,ortholog_one2one
kitlgb,Kitl,ortholog_one2many
trmt6,Trmt6,ortholog_one2one
osgin2,Osgin2,ortholog_one2one
sgip1b,Sgip1,ortholog_one2many
pla2g7,Pla2g7,ortholog_one2one
sall3a,Sall3,ortholog_one2one
baiap2l2a,Baiap2l2,ortholog_one2many
dao.1,Dao,ortholog_one2many
nog1,Nog,ortholog_one2many
csrp2,Csrp2,ortholog_one2one
tssk6,Tssk6,ortholog_one2one
gcgb,Gcg,ortholog_one2many
MYO9B,Myo9b,ortholog_one2one
mtfr1,Mtfr1,ortholog_one2one
gatad2ab,Gatad2a,ortholog_one2one
sept12,Septin12,ortholog_one2one
timm17a,Timm17a,ortholog_one2one
mns1,Mns1,ortholog_one2one
galns,Galns,ortholog_one2one
si:ch1073-228b5.2,Dmac2,ortholog_one2one
adam23a,Adam23,ortholog_one2many
fbxl2,Fbxl2,ortholog_one2one
acad9,Acad9,ortholog_one2one
adpgk,Adpgk,ortholog_one2one
nrp1a,Nrp1,ortholog_one2one
scaper,Scaper,ortholog_one2one
upp1,Upp1,ortholog_one2one
bend3,Bend3,ortholog_one2one
oxnad1,Oxnad1,ortholog_one2one
si:dkey-161j23.6,Katnip,ortholog_one2many
cep78,Cep78,ortholog_one2one
chrna4a,Chrna4,ortholog_one2many
cela1.4,Cela1,ortholog_one2many
znrd2,Znrd2,ortholog_one2one
acbd5a,Acbd5,ortholog_one2many
ckma,Ckm,ortholog_one2many
papss1,Papss1,ortholog_one2one
csf2rb,Il2rb,ortholog_one2many
shisa7a,Shisa7,ortholog_one2many
acsl4b,Acsl4,ortholog_one2many
fgf18a,Fgf18,ortholog_one2many
tmem18,Tmem18,ortholog_one2one
cd8b,Cd8b1,ortholog_one2one
si:ch211-194b1.1,Wiz,ortholog_one2many
aip,Aip,ortholog_one2one
specc1lb,Specc1l,ortholog_one2many
prpsap2,Prpsap2,ortholog_one2one
si:dkey-217d24.6,Wiz,ortholog_one2many
gstk2,Gstk1,ortholog_one2many
stip1,Stip1,ortholog_one2one
anpepb,Anpep,ortholog_one2many
ctdspl2a,Ctdspl2,ortholog_one2many
apoeb,Apoe,ortholog_one2many
kcnk13a,Kcnk13,ortholog_one2many
sf3b6,Sf3b6,ortholog_one2one
dtna,Dtna,ortholog_one2one
klf3,Klf3,ortholog_one2one
aqp3b,Aqp3,ortholog_one2many
cpeb1a,Cpeb1,ortholog_one2many
gip,Gip,ortholog_one2one
uggt2,Uggt2,ortholog_one2one
si:ch211-215e19.4,Fcamr,ortholog_one2many
si:dkey-161j23.7,Katnip,ortholog_one2many
ranbp10,Ranbp10,ortholog_one2one
chst12b,Chst12,ortholog_one2many
rapgef4,Rapgef4,ortholog_one2many
dmrt1,Dmrtc1a,ortholog_one2many
dmrt1,Dmrt1,ortholog_one2many
nrf1,Nrf1,ortholog_one2one
cbx6b,Nptxr,ortholog_one2many
ace2,Ace2,ortholog_one2one
zgc:113423,Bend2,ortholog_one2one
tdrd6,Tdrd6,ortholog_one2many
adcyap1b,Adcyap1,ortholog_one2one
tbc1d2,Tbc1d2,ortholog_one2one
si:ch211-188p14.5,Msln,ortholog_many2many
si:ch211-188p14.5,Mslnl,ortholog_many2many
ZBTB26,Zbtb26,ortholog_one2one
cox6b1,Cox6b2,ortholog_many2many
raver2,Raver2,ortholog_one2one
cwc15,Cwc15,ortholog_one2one
abcc4,Abcc4,ortholog_one2one
clocka,Clock,ortholog_one2many
si:ch211-188p14.4,Msln,ortholog_many2many
si:ch211-188p14.4,Mslnl,ortholog_many2many
nek6,Nek6,ortholog_one2one
mtrf1l,Mtrf1l,ortholog_one2one
dgat1b,Dgat1,ortholog_one2many
gnb3a,Gnb3,ortholog_one2many
slc35f2l,Slc35f2,ortholog_one2many
pvalb6,Pvalb,ortholog_one2many
c3b.2,C3,ortholog_one2many
sirt2,Sirt2,ortholog_one2one
mcmbp,Mcmbp,ortholog_one2one
hdhd3,Hdhd3,ortholog_one2one
mxra7,Mxra7,ortholog_one2one
nbn,Nbn,ortholog_one2one
pdia6,Pdia6,ortholog_one2one
cpa5,Cpa1,ortholog_one2many
dclk2a,Dclk2,ortholog_one2many
tbx6,Tbx6,ortholog_one2one
ucp1,Ucp1,ortholog_one2one
zfyve27,Zfyve27,ortholog_one2one
mcm8,Mcm8,ortholog_one2one
fermt3a,Fermt3,ortholog_one2many
arfrp1,Arfrp1,ortholog_one2one
slc2a11l,Slc2a7,ortholog_many2many
spock1,Spock1,ortholog_one2one
rad54b,Rad54b,ortholog_one2one
ANPEP,Anpep,ortholog_one2many
st8sia1,St8sia1,ortholog_one2one
znf148,Zfp148,ortholog_one2one
lpcat2,Lpcat2,ortholog_one2many
lpcat2,Lpcat2b,ortholog_one2many
fam89b,Fam89b,ortholog_one2one
si:zfos-169g10.2,Sstr5,ortholog_one2many
gramd1ba,Gramd1b,ortholog_one2many
nme6,Nme6,ortholog_one2one
npr1b,Npr2,ortholog_one2many
arl8ba,Arl8b,ortholog_one2many
dyrk1b,Dyrk1b,ortholog_one2one
lcat,Lcat,ortholog_one2one
tafa4b,Tafa3,ortholog_one2many
si:ch73-281k2.5,Notch4,ortholog_one2many
si:ch73-281k2.5,Notch2,ortholog_one2many
apobb.1,Apob,ortholog_one2many
inpp5f,Inpp5f,ortholog_one2one
cd8a,Cd8a,ortholog_one2one
ppid,Ppid,ortholog_one2one
fam234a,Fam234a,ortholog_one2one
plac8.1,Plac8,ortholog_one2many
cped1,Cped1,ortholog_one2one
kif23,Kif23,ortholog_one2one
psap,Psap,ortholog_one2one
pcyt2,Pcyt2,ortholog_one2one
clul1,Yes1,ortholog_one2one
ece2a,Eef1akmt4,ortholog_one2one
kmt5c,Kmt5c,ortholog_one2one
atg10,Atg10,ortholog_one2one
kcnk4a,Kcnk4,ortholog_one2one
kl,Kl,ortholog_one2one
ptger1b,Ptger1,ortholog_one2many
pdss2,Pdss2,ortholog_one2one
mnta,Mnt,ortholog_one2many
cela1.5,Cela1,ortholog_one2many
sbf2,Sbf2,ortholog_one2one
znf143b,Zfp143,ortholog_one2many
rfc3,Rfc3,ortholog_one2one
scly,Scly,ortholog_one2one
apex2,Apex2,ortholog_one2one
vps29,Vps29,ortholog_one2one
vps26c,Vps26c,ortholog_one2one
nek4,Nek4,ortholog_one2one
fermt1,Fermt1,ortholog_one2one
barhl2,Barhl2,ortholog_one2one
ints6,Ints6,ortholog_one2one
pcnt,Pcnt,ortholog_one2one
gpn3,Gpn3,ortholog_one2one
si:ch211-285f17.1,Etl4,ortholog_one2many
neo1b,Neo1,ortholog_one2many
gtpbp10,Gtpbp10,ortholog_one2one
hpcal1,Hpcal1,ortholog_one2one
tmem179aa,Tmem179,ortholog_one2many
pstpip1b,Pstpip1,ortholog_one2many
elac2,Elac2,ortholog_one2one
ccdc135,Drc7,ortholog_one2one
yars1,Yars,ortholog_one2one
maptb,Mapt,ortholog_one2many
ism1,Ism1,ortholog_one2one
slc22a16,Slc22a16,ortholog_one2one
ghra,Gm13305,ortholog_many2many
ghra,Il11ra2,ortholog_many2many
ghra,Il11ra1,ortholog_many2many
ghra,Il2rg,ortholog_many2many
ghra,Il6ra,ortholog_many2many
ghra,Il12rb1,ortholog_many2many
ghra,Ghr,ortholog_many2many
ghra,Osmr,ortholog_many2many
ghra,Crlf2,ortholog_many2many
ghra,Il27ra,ortholog_many2many
ghra,Il13ra1,ortholog_many2many
ghra,Il23r,ortholog_many2many
zmat2,Zmat2,ortholog_one2one
alg13,Alg13,ortholog_one2one
mmrn2a,Mmrn2,ortholog_one2many
si:dkey-8l13.5,BC051019,ortholog_one2one
arpc3,Arpc3,ortholog_one2one
sema4ba,Sema4b,ortholog_one2many
akip1,Akip1,ortholog_one2one
spcs1,Spcs1,ortholog_one2one
dot1l,Dot1l,ortholog_one2one
gas1b,Gas1,ortholog_one2many
cdk2ap2,Cdk2ap2,ortholog_one2one
sae1,Sae1,ortholog_one2one
ube2s,Gm2296,ortholog_one2many
ube2s,Ube2s,ortholog_one2many
si:dkey-27o4.1,Fam83g,ortholog_one2many
primpol,Primpol,ortholog_one2one
gcga,Gcg,ortholog_one2many
mettl16,Mettl16,ortholog_one2one
bscl2,Bscl2,ortholog_one2many
synj2bp,Synj2bp,ortholog_one2one
nfat5a,Nfat5,ortholog_one2many
dennd1b,Dennd1b,ortholog_one2one
bmpr1aa,Bmpr1a,ortholog_one2many
si:ch211-69g19.2,Cdca3,ortholog_one2one
ctnnd2a,Ctnnd2,ortholog_one2many
grapa,Grap,ortholog_one2many
angpt1,Angpt1,ortholog_one2one
bpnt1,Bpnt1,ortholog_one2one
zgc:92040,Prodh2,ortholog_one2one
nphp3,Nphp3,ortholog_one2one
CDPF1,Cdpf1,ortholog_one2one
ca4b,Car4,ortholog_one2many
kcnj5,Kcnj5,ortholog_one2one
cox19,Cox19,ortholog_one2one
klhl10b.1,Klhl10,ortholog_one2many
plk4,Plk4,ortholog_one2one
ctdspl2b,Ctdspl2,ortholog_one2many
ercc6,Ercc6,ortholog_one2one
pde7a,Pde7a,ortholog_one2one
apoc1,Apoc1,ortholog_one2one
etfdh,Etfdh,ortholog_one2one
brat1,Brat1,ortholog_one2one
smc5,Smc5,ortholog_one2one
stat3,Stat3,ortholog_one2one
stmn3,Stmn3,ortholog_one2one
trub2,Trub2,ortholog_one2one
srd5a1,Srd5a1,ortholog_one2one
pcid2,Pcid2,ortholog_one2one
smc1al,Smc1a,ortholog_one2many
s100s,S100a8,ortholog_many2many
s100s,S100g,ortholog_many2many
s100s,S100a4,ortholog_many2many
s100s,S100a6,ortholog_many2many
s100s,S100a3,ortholog_many2many
s100s,Crnn,ortholog_many2many
s100s,,ortholog_many2many
s100s,S100a9,ortholog_many2many
s100s,Gm5849,ortholog_many2many
s100s,S100a2,ortholog_many2many
s100s,S100a7a,ortholog_many2many
s100s,S100a5,ortholog_many2many
s100s,S100a14,ortholog_many2many
asb4,Asb4,ortholog_one2one
them4,Them4,ortholog_one2one
ptprk,Ptprk,ortholog_one2many
nup205,Nup205,ortholog_one2one
srek1ip1,Srek1ip1,ortholog_one2one
baalcb,Baalc,ortholog_one2many
PLBD1,Plbd1,ortholog_one2many
ercc6l2,Ercc6l2,ortholog_one2one
bmp2b,Bmp2,ortholog_one2many
actn3b,Actn3,ortholog_one2many
ssh2a,Ssh2,ortholog_one2many
tet3,Tet3,ortholog_one2one
cwc27,Cwc27,ortholog_one2one
eef2l2,Eef2,ortholog_one2one
si:dkey-231j24.3,Amer3,ortholog_one2one
fbxo4,Fbxo4,ortholog_one2one
tmem176l.3a,Ms4a2,ortholog_many2many
tmem176l.3a,Ms4a15,ortholog_many2many
tmem176l.3a,Ms4a7,ortholog_many2many
tmem176l.3a,Ms4a20,ortholog_many2many
tmem176l.3a,Ms4a14,ortholog_many2many
tmem176l.3a,Ms4a19,ortholog_many2many
tmem176l.3a,Ms4a18,ortholog_many2many
tmem176l.3a,Ms4a13,ortholog_many2many
tmem176l.3a,Ms4a6c,ortholog_many2many
tmem176l.3a,Ms4a6b,ortholog_many2many
tmem176l.3a,Ms4a6d,ortholog_many2many
tmem176l.3a,Ms4a1,ortholog_many2many
tmem176l.3a,Ms4a5,ortholog_many2many
tmem176l.3a,Ms4a10,ortholog_many2many
cnbpb,Cnbp,ortholog_many2many
cnbpb,Zcchc13,ortholog_many2many
dao.3,Dao,ortholog_one2many
lgals9l6,Lgals9,ortholog_one2many
papola,Papola,ortholog_one2one
htra1b,Htra1,ortholog_one2many
uba5,Uba5,ortholog_one2one
opcml,Ntm,ortholog_one2one
pcdh19,Pcdh19,ortholog_one2one
uspl1,Uspl1,ortholog_one2one
jarid2a,Jarid2,ortholog_one2many
nipa1,Nipa1,ortholog_one2one
kcna1a,Kcna1,ortholog_one2many
cacna1ba,Cacna1b,ortholog_one2many
axdnd1,Axdnd1,ortholog_one2one
eogt,Eogt,ortholog_one2one
lgals9l5,Lgals9,ortholog_one2many
cnot4a,Cnot4,ortholog_one2many
tdp1,Tdp1,ortholog_one2one
RIMOC1,Rimoc1,ortholog_one2one
tmem167a,Tmem167,ortholog_one2one
kctd17,Kctd17,ortholog_many2many
tcf12,Tcf12,ortholog_one2one
cnot7,Cnot7,ortholog_one2one
fbxw2,Fbxw2,ortholog_one2one
sobpa,Sobp,ortholog_one2many
med27,Med27,ortholog_one2one
helz2,Helz2,ortholog_one2many
plod3,Plod3,ortholog_one2one
zdhhc18a,Zdhhc18,ortholog_one2many
ino80e,Ino80e,ortholog_one2one
si:dkey-122a22.2,Ephx3,ortholog_many2many
creg2,Creg2,ortholog_one2one
trmt44,Trmt44,ortholog_one2one
cnksr1,Cnksr1,ortholog_one2one
zgc:194578,Epn1,ortholog_one2many
rad9b,Rad9b,ortholog_one2one
adarb1b,Adarb1,ortholog_one2many
setmar,Setmar,ortholog_one2one
lcp2a,Lcp2,ortholog_one2many
tmem237b,Tmem237,ortholog_one2many
pigrl3.5,Fcamr,ortholog_one2many
paplna,Papln,ortholog_one2many
abhd17b,Abhd17b,ortholog_one2one
slc66a3,Slc66a3,ortholog_one2one
stk38b,Stk38,ortholog_one2many
nup85,Nup85,ortholog_one2many
si:dkeyp-75b4.9,Ifi44l,ortholog_many2many
si:dkeyp-75b4.9,Ifi44,ortholog_many2many
cyth4b,Cyth4,ortholog_many2many
si:ch1073-174d20.1,Dbndd1,ortholog_one2one
gcat,Gcat,ortholog_one2one
vsx2,Vsx2,ortholog_one2one
hmgn2,Hmgn2-ps,ortholog_one2many
hmgn2,Hmgn2,ortholog_one2many
hmgn2,Gm20379,ortholog_one2many
rab6bb,Rab6b,ortholog_one2many
nav3,Nav3,ortholog_one2one
gra,Eif4ebp2,ortholog_one2many
pgam5,Pgam5,ortholog_one2one
arhgef7a,Arhgef7,ortholog_one2many
necap1,Necap1,ortholog_one2one
coch,Coch,ortholog_one2one
med13b,Med13,ortholog_one2many
shank3a,Shank3,ortholog_one2many
si:ch211-215e19.3,Fcamr,ortholog_one2many
epn2,Epn2,ortholog_one2one
sptlc3,Sptlc3,ortholog_one2one
chrna2b,Chrna2,ortholog_one2many
rab11fip3,Rab11fip3,ortholog_one2one
polr1e,Polr1e,ortholog_one2one
si:ch211-215e19.8,Fcamr,ortholog_one2many
rsph4a,Rsph6a,ortholog_one2many
rsph4a,Rsph4a,ortholog_one2many
smpdl3b,Smpdl3b,ortholog_one2one
bicra,Bicra,ortholog_one2one
lrit3b,Lrit3,ortholog_one2many
ccs,Ccs,ortholog_one2many
mc1r,Mc1r,ortholog_one2one
lgals3a,Lgals3,ortholog_one2one
nudt13,Nudt13,ortholog_one2one
rpl10,Rpl10,ortholog_one2many
rpl10,Rpl10-ps3,ortholog_one2many
rpl10,Rpl10l,ortholog_one2many
b4galnt3a,B4galnt3,ortholog_one2many
ndst1a,Ndst1,ortholog_one2many
tbc1d14,Tbc1d14,ortholog_one2one
gng3,Gng3,ortholog_one2one
pygo2,Pygo2,ortholog_one2one
znf407,Zfp407,ortholog_one2one
ehd2b,Ehd2,ortholog_one2many
rab44,Rab44,ortholog_one2one
MDFI,Mdfi,ortholog_one2one
kif26aa,Kif26a,ortholog_one2many
otogl,Otogl,ortholog_one2one
tes,Tes,ortholog_one2many
tes,Tesl1,ortholog_one2many
rspry1,Rspry1,ortholog_one2one
unc5db,Unc5d,ortholog_one2many
bend5,Bend5,ortholog_one2one
rbm14b,Rbm14,ortholog_one2many
cyb5r3,Cyb5r3,ortholog_one2one
dacha,Dach2,ortholog_one2many
crb1,Crb1,ortholog_one2one
st6galnac1.1,St6galnac1,ortholog_one2many
panx3,Panx3,ortholog_one2one
entpd8,Entpd8,ortholog_one2one
pfkfb4b,Pfkfb4,ortholog_one2many
dennd4b,Dennd4b,ortholog_one2one
nhsl1a,Nhsl1,ortholog_one2many
ttll6,Ttll8,ortholog_many2many
ttll6,Kprp,ortholog_many2many
dpp9,Dpp9,ortholog_one2one
josd2,Josd2,ortholog_one2one
apoa1a,Apoa1,ortholog_one2many
mpx,Epx,ortholog_one2one
rab3ab,Rab3a,ortholog_one2many
rxfp1,Rxfp1,ortholog_one2one
ano5a,Ano5,ortholog_one2many
man2b2,Man2b2,ortholog_one2one
def8,Def8,ortholog_one2one
ush1gb,Ush1g,ortholog_one2many
si:ch211-121j5.4,Gm14569,ortholog_one2many
lhx8b,Lhx8,ortholog_one2many
lrrc57,Lrrc57,ortholog_one2one
asphd2,Asphd2,ortholog_one2one
nhsb,Nhs,ortholog_one2many
fbxo5,Fbxo5,ortholog_one2one
nsdhl,Nsdhl,ortholog_one2one
lsm8,Lsm8,ortholog_one2one
rab4a,Rab4a,ortholog_one2one
angptl1a,Angptl1,ortholog_one2many
mboat7,Mboat7,ortholog_one2one
slc12a8,Slc12a8,ortholog_one2one
rad1,Rad1,ortholog_one2one
rorc,Rorc,ortholog_many2many
rorc,Nr1i3,ortholog_many2many
rorc,Nr1h5,ortholog_many2many
stac3,Stac3,ortholog_one2one
arglu1a,Arglu1,ortholog_one2many
mcfd2,Mcfd2,ortholog_one2one
arfgef3,Arfgef3,ortholog_one2one
sema5a,Sema5a,ortholog_one2one
tnmd,Tnmd,ortholog_one2one
ralgps2,Ralgps2,ortholog_one2one
tmem131l,Tmem131l,ortholog_one2one
ccnt1,Ccnt1,ortholog_one2one
si:dkeyp-104b3.21,Fcamr,ortholog_one2many
lgi2b,Lgi2,ortholog_one2many
trim16,Trim16,ortholog_one2many
adgrb1a,Adgrb1,ortholog_one2many
ppp1r37,Ppp1r37,ortholog_one2one
ankrd10a,Ankrd10,ortholog_one2many
stard13b,Stard13,ortholog_one2many
erbb4a,Erbb4,ortholog_one2many
mfsd6a,Mfsd6,ortholog_one2many
pde4bb,Pde4b,ortholog_one2many
gna14a,Gna14,ortholog_one2one
nphs2,Nphs2,ortholog_one2one
tmem184bb,Tmem184b,ortholog_one2many
amt,Amt,ortholog_one2one
sv2ba,Sv2b,ortholog_one2many
git2b,Git2,ortholog_one2many
sp7,Sp7,ortholog_one2one
ckap5,Ckap5,ortholog_one2one
nudt19,Nudt19,ortholog_one2one
hmga2,Hmga2,ortholog_one2one
si:ch211-194p6.7,Itln1,ortholog_one2many
coro1a,Coro1a,ortholog_one2one
iqsec1b,Iqsec1,ortholog_one2many
itih2,Itih2,ortholog_one2one
tfeb,Tfeb,ortholog_one2one
dnajc14,Dnajc14,ortholog_one2one
gpx1a,Gpx3,ortholog_many2many
mtmr1a,Mtmr1,ortholog_one2many
slc6a4a,Slc6a4,ortholog_one2one
pdik1l,Pdik1l,ortholog_one2one
tmed8,Tmed8,ortholog_one2one
ccdc149b,Ccdc149,ortholog_one2many
tent5ba,Tent5b,ortholog_many2many
arhgef12b,Arhgef12,ortholog_one2many
kif3cb,Kif3c,ortholog_one2many
tagln,Tagln,ortholog_one2many
cltcb,Cltc,ortholog_one2many
zdhhc23a,Zdhhc23,ortholog_one2many
egfra,Egfr,ortholog_one2many
rbpms2a,Rbpms2,ortholog_one2many
otc,Otc,ortholog_one2one
daam2,Daam2,ortholog_one2one
ext2,Ext2,ortholog_one2one
ttc19,Ttc19,ortholog_one2one
vegfab,Vegfa,ortholog_one2many
lgals9l4,Lgals9,ortholog_one2many
skila,Skil,ortholog_one2many
pafah1b1a,Pafah1b1,ortholog_one2many
ap1s2,Ap1s2,ortholog_one2one
ankra2,Ankra2,ortholog_one2one
znf326,Zfp326,ortholog_one2one
vip,Vip,ortholog_one2many
tcta,Tcta,ortholog_one2one
pcdh10a,Pcdh10,ortholog_one2many
cemip2,Cemip2,ortholog_one2one
ncs1a,Ncs1,ortholog_one2many
eif3bb,Eif3b,ortholog_one2many
vrk3,Vrk3,ortholog_one2one
lgals9l1,Lgals9,ortholog_one2many
ttc3,Ttc3,ortholog_one2one
espnla,Espnl,ortholog_one2many
plekhf2,Plekhf2,ortholog_one2one
CU914631.1,Ggt1,ortholog_one2many
safb,Safb,ortholog_one2one
noxred1,Noxred1,ortholog_one2one
si:dkey-172m14.2,Arrdc5,ortholog_many2many
igsf8,Igsf8,ortholog_one2one
sdf4,Sdf4,ortholog_one2one
nucb2b,Nucb2,ortholog_one2many
chm,Chm,ortholog_one2many
chm,Chml,ortholog_one2many
btbd3b,Btbd3,ortholog_one2one
nccrp1,Nccrp1,ortholog_one2one
meis3,Meis3,ortholog_one2one
fbxl16,Fbxl16,ortholog_one2one
si:dkey-111e8.1,Rnf214,ortholog_one2many
col9a2,Col9a2,ortholog_one2one
abcg8,Abcg8,ortholog_one2one
mier1b,Mier1,ortholog_one2many
cd99l2,Cd99l2,ortholog_one2one
e2f7,E2f7,ortholog_one2one
letm2,Letm2,ortholog_one2one
ipo4,Ipo4,ortholog_one2one
erich3,Erich3,ortholog_one2one
dennd1a,Dennd1a,ortholog_one2one
