Gene name,Human gene name,Human homology type
si:dkey-29j8.1,,
si:ch73-1f23.1,,
hyal6,,
rasa4,RASA4B,ortholog_one2many
rasa4,RASA4,ortholog_one2many
col11a2,COL11A2,ortholog_one2one
syt10,SYT10,ortholog_one2one
galnt8a.2,GALNT8,ortholog_one2many
si:ch211-212k5.3,,
BX284697.2,,
yme1l1a,YME1L1,ortholog_one2many
celsr1a,CELSR1,ortholog_one2many
grap2a,GRAP2,ortholog_one2many
egr2a,EGR4,ortholog_many2many
eif4ba,EIF4B,ortholog_one2many
sin3ab,SIN3A,ortholog_one2many
CR954285.2,,
kcnq5b,KCNQ5,ortholog_one2one
esr1,ESR1,ortholog_one2one
AL935184.2,,
terf2ip,TERF2IP,ortholog_one2one
cplx3a,CPLX3,ortholog_one2many
garem,GAREM1,ortholog_one2one
si:dkey-21n10.3,,
zgc:112965,,
emp3b,EMP3,ortholog_one2many
tmeff2b,TMEFF2,ortholog_one2many
adam8a,ADAM8,ortholog_one2many
clic5a,CLIC5,ortholog_one2many
BX649559.1,,
rnf183,,
si:ch211-91p5.3,CXorf38,ortholog_one2one
haao,HAAO,ortholog_one2one
si:ch211-196p9.1,,
lsg1,LSG1,ortholog_one2one
FP236454.2,,
zdhhc8a,,
trpc4apa,TRPC4AP,ortholog_one2many
CR848661.1,,
si:dkey-24p1.1,,
klhl38a,KLHL38,ortholog_one2many
si:ch73-248e21.1,BCL2L12,ortholog_one2one
ciao1,CIAO1,ortholog_one2one
CR848047.1,,
kazna,KAZN,ortholog_one2many
CR385078.5,,
med1,MED1,ortholog_one2one
prkdc,PRKDC,ortholog_one2one
asah2,ASAH2B,ortholog_one2many
asah2,ASAH2,ortholog_one2many
BX957260.1,,
rdh10b,RDH10,ortholog_one2many
cyp2v1,,
cavin2b,CAVIN3,ortholog_many2many
cavin2b,CAVIN2,ortholog_many2many
CR385078.4,,
gzm3.3,,
nrsn1l,NRSN1,ortholog_one2many
efemp2a,EFEMP2,ortholog_one2many
si:dkeyp-73d8.8,,
lrguk,LRGUK,ortholog_one2one
si:ch211-119d14.2,,
tekt2,TEKT2,ortholog_one2one
GALNTL6,GALNTL6,ortholog_one2one
abcg4a,ABCG4,ortholog_one2many
zgc:171445,PZP,ortholog_many2many
zgc:171445,A2ML1,ortholog_many2many
si:ch211-212k5.4,,
ikzf5,IKZF5,ortholog_one2one
taar16a,,
arpc1a,ARPC1A,ortholog_one2one
gstr,GSTO2,ortholog_many2many
gstr,GSTT4,ortholog_many2many
gstr,GSTT2B,ortholog_many2many
gstr,GSTT2,ortholog_many2many
CR626886.1,,
c4b,C4B,ortholog_one2many
c4b,C4A,ortholog_one2many
gzm3,,
si:ch211-162i14.1,,
pign,PIGN,ortholog_one2one
kdelr2b,KDELR2,ortholog_one2many
tuba8l3,,
npdc1a,NPDC1,ortholog_one2many
taar17a,,
fam83fa,FAM83E,ortholog_many2many
fam83fa,FAM83F,ortholog_many2many
BX255908.1,,
CR855860.2,,
rbm19,RBM19,ortholog_one2one
CR396590.8,,
itpkb,ITPKB,ortholog_one2one
zswim2,ZSWIM2,ortholog_one2one
bzw2,BZW2,ortholog_one2one
lhx1b,,
tmem44,TMEM44,ortholog_one2one
si:ch211-238p8.24,,
BX571724.2,,
cdkl1,CDKL1,ortholog_one2one
si:ch211-57m13.6,,
plek2,PLEK2,ortholog_one2one
cyb561d1,CYB561D1,ortholog_one2one
sh3rf2,,
iars2,IARS2,ortholog_one2one
BX950868.1,,
ube2d4,UBE2D4,ortholog_one2one
cars1,CARS1,ortholog_one2one
armt1,ARMT1,ortholog_one2one
bsg,BSG,ortholog_one2one
si:dkey-30e9.7,,
gzm3.2,,
CR385078.6,,
zgc:174904,CLEC4F,ortholog_one2many
vps26bl,VPS26B,ortholog_one2many
si:dkey-201k7.1,,
rps4x,RPS4X,ortholog_one2one
ndufs3,NDUFS3,ortholog_one2one
lfng,LFNG,ortholog_one2one
si:ch73-174h16.5,,
si:dkeyp-4c4.1,,
BX119963.1,,
si:dkeyp-104f11.6,,
dnajb11,DNAJB11,ortholog_one2one
cdc45,CDC45,ortholog_one2one
BX908401.2,,
rabep2,RABEP2,ortholog_one2one
si:ch211-71n6.4,CES5A,ortholog_many2many
si:ch211-71n6.4,CES4A,ortholog_many2many
si:ch211-71n6.4,CES1,ortholog_many2many
si:ch211-71n6.4,CES2,ortholog_many2many
dio1,DIO1,ortholog_one2one
si:ch211-239d6.2,,
CR925817.1,,
hax1,HAX1,ortholog_one2one
kti12,KTI12,ortholog_one2one
CR396590.7,,
slc38a5a,SLC38A5,ortholog_one2one
megf6a,MEGF6,ortholog_one2many
cyp2ad2,,
znf1004,,
foxg1a,FOXG1,ortholog_one2one
CR854926.1,,
hmx2,HMX2,ortholog_one2one
ubn2a,UBN2,ortholog_one2many
faimb,FAIM,ortholog_one2many
FP340271.1,,
gja8a,GJA8,ortholog_one2many
si:ch73-193i22.1,,
zswim7,ZSWIM7,ortholog_one2one
cd164,CD164,ortholog_one2one
pex5la,PEX5L,ortholog_one2many
vwde,,
prkg3,PRKACG,ortholog_many2many
vdac3,VDAC3,ortholog_one2many
CR855860.1,,
arpc1b,ARPC1B,ortholog_one2one
pecr,PECR,ortholog_one2one
hmx3a,HMX3,ortholog_one2many
si:ch211-254p10.2,,
gcnt4a,GCNT4,ortholog_one2many
pdap1a,,
mrtfaa,MRTFA,ortholog_one2many
gbe1b,GBE1,ortholog_one2many
mrnip,MRNIP,ortholog_one2one
stard7,STARD7,ortholog_one2one
actc1a,ACTA1,ortholog_one2many
rims3,RIMS3,ortholog_one2one
BX571681.1,,
si:dkey-28a3.2,,
BX072561.2,,
BX323550.1,,
si:ch211-66k16.2,NLRP10,ortholog_one2many
efl1,EFL1,ortholog_one2one
aars1,AARS1,ortholog_one2one
hif1ab,HIF1A,ortholog_one2many
si:dkeyp-70f9.7,,
ttyh3a,TTYH3,ortholog_one2many
atp1b3a,ATP1B3,ortholog_one2many
ces2a,CES5A,ortholog_many2many
ces2a,CES4A,ortholog_many2many
ces2a,CES1,ortholog_many2many
ces2a,CES2,ortholog_many2many
si:ch211-153b23.3,,
erlin2,ERLIN2,ortholog_one2many
ftr16,,
arhgap33,,
cdc42ep5,CDC42EP5,ortholog_one2one
nsmce2,,
si:dkey-30k22.7,,
fignl1,FIGNL1,ortholog_one2one
mrps7,MRPS7,ortholog_one2one
si:dkey-190j3.2,,
si:ch1073-394i4.1,,
CR385078.1,,
cyp2ad6,,
ncaldb,,
psmd1,PSMD1,ortholog_one2one
ufd1l,UFD1,ortholog_one2one
si:dkey-265e15.2,,
prkcq,PRKCQ,ortholog_one2one
fbp1b,FBP1,ortholog_one2many
CU467861.7,,
si:dkey-181m9.8,,
rhbg,RHBG,ortholog_one2one
prdm9,,
mapk14a,MAPK14,ortholog_one2many
si:dkeyp-104f11.9,,
si:dkey-190j3.3,,
si:ch211-222l21.1,PTMA,ortholog_one2one
slc9a6a,SLC9A6,ortholog_one2many
bmp7a,BMP7,ortholog_one2many
unc50,UNC50,ortholog_one2one
rapgef3,RAPGEF3,ortholog_one2one
si:dkey-190j3.6,,
BX323854.2,,
olfcg8,,
dhfr,DHFR,ortholog_many2many
dhfr,DHFR2,ortholog_many2many
sqstm1,SQSTM1,ortholog_one2one
tspan5b,,
fmnl2b,,
si:ch211-76m11.3,,
gja5a,GJA5,ortholog_one2many
si:ch211-156j16.1,,
wipi2,WIPI2,ortholog_one2one
BX469910.2,,
snx8a,SNX8,ortholog_one2many
si:ch211-66k16.28,NLRP10,ortholog_one2many
CR388148.1,,
gcnt3,GCNT3,ortholog_one2one
olfcg9,,
snx19b,SNX19,ortholog_one2many
ppfia2,PPFIA2,ortholog_one2one
CR388172.1,,
si:ch211-270n8.1,APCS,ortholog_one2many
si:ch211-270n8.1,CRP,ortholog_one2many
aknad1,,
saxo2,SAXO2,ortholog_one2one
dgkh,DGKH,ortholog_one2one
cyp2ad3,,
si:ch211-64i20.3,,
rcbtb1,RCBTB1,ortholog_one2one
usp48,USP48,ortholog_one2one
si:rp71-7l19.2,,
glis1b,GLIS1,ortholog_one2one
ch25hl3,ERLIN2,ortholog_one2many
snapc1a,SNAPC1,ortholog_one2many
ccdc80l1,,
limk2,LIMK2,ortholog_one2one
BX469910.1,,
CR854927.2,,
znf1132,ZNF22,ortholog_one2many
fndc7a,FNDC7,ortholog_one2many
sap130b,SAP130,ortholog_one2many
irgq2,,
dna2,SETX,ortholog_many2many
dna2,CT55,ortholog_many2many
tnni1c,,
gprc6a,GPRC6A,ortholog_one2one
si:dkey-16p6.1,,
BX649641.3,,
znf1127,ZNF22,ortholog_one2many
AL954816.1,,
efcab6,,
stmn1a,STMN1,ortholog_one2many
mmgt1,MMGT1,ortholog_one2one
BX571681.6,,
znf975,ZNF22,ortholog_one2many
tmem242,TMEM242,ortholog_one2one
arid2,ARID2,ortholog_one2one
si:dkey-28i19.1,ZNF22,ortholog_one2many
,,
plxdc1,PLXDC1,ortholog_one2one
CR749167.1,,
calr,CALR,ortholog_one2one
BX649641.1,,
gpsm2,GPSM2,ortholog_one2one
BX649641.5,,
grik1a,GRIK1,ortholog_one2many
sh2d4bb,SH2D4B,ortholog_one2many
si:ch211-64i20.5_2,,
BX649641.2,,
si:dkeyp-104f11.8,ZNF22,ortholog_one2many
nudt1,NUDT1,ortholog_one2one
BX571681.2,,
CR847803.1,,
si:ch1073-214b20.2,,
si:ch211-57n23.4,,
slco2b1,SLCO2B1,ortholog_one2one
si:dkey-29j8.1,,
otud4,OTUD6A,ortholog_many2many
otud4,OTUD4,ortholog_many2many
tgm2l,,
mxra8b,MXRA8,ortholog_one2many
BX897714.1,,
slc2a2,SLC2A2,ortholog_one2one
CU693368.3,,
fbln5,FBLN5,ortholog_one2one
ngs,,
zgc:174288,,
naa15a,NAA15,ortholog_one2many
si:dkey-25i10.1,,
BX005124.1,,
rasl11b,RASL11B,ortholog_one2one
BX322665.1,,
cdc123,CDC123,ortholog_one2one
adora2b,ADORA2B,ortholog_one2one
tkfc,TKFC,ortholog_one2one
zgc:66024,PPT2,ortholog_one2many
BX537308.1,,
zbtb40,ZBTB40,ortholog_one2one
ptp4a1,PTP4A1,ortholog_one2one
gpr27,GPR27,ortholog_one2one
gfra1a,GFRA1,ortholog_one2many
nrg3b,NRG3,ortholog_one2one
BX640465.1,,
dtnba,,
aftpha,AFTPH,ortholog_one2many
rex1bd,,
si:dkeyp-73d8.9,,
si:ch73-249k16.4,,
foxo1b,FOXO1,ortholog_one2many
prok2,PROK2,ortholog_many2many
pank1a,PANK1,ortholog_one2many
CR396590.3,,
BX511227.4,,
ftr38,,
BX072570.1,,
CU695073.1,,
ccdc174,CCDC174,ortholog_one2one
sgk1,,
si:dkeyp-44a8.4,,
si:dkey-40c11.2,,
cox7a1,,
mrm2,MRM2,ortholog_one2one
taar16f,,
klf2a,KLF17,ortholog_many2many
klf2a,KLF18,ortholog_many2many
mrps28,MRPS28,ortholog_one2one
scfd2,,
mhc1zaa,,
gdf7,,
txnrd2.1,TXNRD2,ortholog_one2many
BX649641.4,,
tnika,TNIK,ortholog_one2one
zgc:194207,,
si:ch211-119d14.3,,
BX571681.5,,
fkbp7,FKBP7,ortholog_one2one
scn2b,SCN2B,ortholog_one2one
vdrb,VDR,ortholog_one2many
trip11,TRIP11,ortholog_one2one
bida,,
BX649641.7,,
txnrd2.2,TXNRD2,ortholog_one2many
eif2d,EIF2D,ortholog_one2one
BX571681.3,,
dhx16,DHX16,ortholog_one2one
pimr98,,
CR589941.1,,
BX294181.1,,
sybl1,VAMP7,ortholog_one2one
sdr16c5a,SDR16C5,ortholog_one2many
dctn3,DCTN3,ortholog_one2one
si:ch73-236c18.9,,
naa20,NAA20,ortholog_one2one
zbtb2b,ZBTB2,ortholog_one2many
gpr185b,,
tor3a,TOR3A,ortholog_one2one
aoc1,AOC1,ortholog_one2one
si:ch73-335m24.2,,
si:dkey-11f4.14,,
rreb1a,RREB1,ortholog_one2many
CR318658.1,,
inpp5e,INPP5E,ortholog_one2one
znf1180,,
hsd17b12a,HSD17B12,ortholog_one2many
ewsr1a,EWSR1,ortholog_one2many
med19b,MED19,ortholog_one2many
taar16g,,
lhfpl5a,LHFPL5,ortholog_one2many
wee2,WEE2,ortholog_one2one
slitrk5b,,
si:dkey-24p1.7,,
capn1b,CAPN11,ortholog_one2many
brinp2,BRINP2,ortholog_many2many
frmpd1a,FRMPD1,ortholog_one2many
rap1b,RAP1B,ortholog_one2one
zgc:172131,,
g6fl,,
PCDH8,PCDH8,ortholog_one2one
tmeff1a,,
csk,CSK,ortholog_one2one
CT583672.1,,
BX005183.1,,
igfbp2b,IGFBP2,ortholog_one2many
bbs9,BBS9,ortholog_one2one
capn2b,CAPN2,ortholog_one2many
tspan4b,,
srpk1b,SRPK1,ortholog_one2one
TAFA3,TAFA3,ortholog_one2many
si:dkey-28n18.9,SNX32,ortholog_many2many
BX005183.2,,
kif3a,KIF3A,ortholog_one2one
cnmd,CNMD,ortholog_one2one
acp6,ACP6,ortholog_one2one
chd7,CHD7,ortholog_one2one
ahsa1b,AHSA1,ortholog_one2many
abcd3b,ABCD3,ortholog_one2many
BX005183.4,,
cpa6,CPA6,ortholog_one2one
pex16,PEX16,ortholog_one2one
desi1a,DESI1,ortholog_one2many
zgc:92313,TPSG1,ortholog_many2many
zgc:92313,TPSD1,ortholog_many2many
zgc:92313,TPSAB1,ortholog_many2many
zgc:92313,TPSB2,ortholog_many2many
camk1ga,CAMK1G,ortholog_one2many
cstf2,CSTF2,ortholog_one2one
BX005183.3,,
ca6,CA6,ortholog_one2one
CU896691.2,,
chrna10a,CHRNA10,ortholog_one2one
elovl8b,,
sucla2,SUCLA2,ortholog_one2one
si:ch211-284e13.9,,
zgc:111868,,
si:dkey-211i20.4,,
si:ch211-161n3.5,CD163L1,ortholog_many2many
ecsit,ECSIT,ortholog_one2one
pcolce2a,PCOLCE2,ortholog_one2many
si:ch73-199e17.1,,
igfbp5b,IGFBP5,ortholog_one2many
barhl1b,BARHL1,ortholog_one2many
anxa13,ANXA8L1,ortholog_many2many
anxa13,ANXA8,ortholog_many2many
anxa13,ANXA9,ortholog_many2many
cadm2b,CADM2,ortholog_one2many
si:dkey-211i20.2,,
fmn2b,FAM47A,ortholog_many2many
fmn2b,FAM47C,ortholog_many2many
fmn2b,FAM47B,ortholog_many2many
si:ch211-165f21.4,,
pi4kb,PI4KB,ortholog_one2one
srrm2,,
nbeaa,,
mmd2a,MMD2,ortholog_one2many
AL935145.2,,
CR792424.1,,
vps41,VPS41,ortholog_one2one
klhl33,,
si:dkeyp-6a3.1,,
csnk2a2a,CSNK2A2,ortholog_one2many
CR392026.2,,
unc5b,UNC5B,ortholog_one2one
rfx2,RFX2,ortholog_one2one
si:ch211-11k18.4,,
tmem184a,TMEM184A,ortholog_one2one
cbln11,CBLN3,ortholog_many2many
arid1b,ARID1B,ortholog_one2one
si:dkey-211i20.5,,
pipox,PIPOX,ortholog_one2one
ube2w,UBE2W,ortholog_one2many
CR550302.1,,
si:ch211-160f23.5,,
fam91a1,FAM91A1,ortholog_one2one
rchy1,RCHY1,ortholog_one2one
CR550302.2,,
znf979,ZNF22,ortholog_one2many
selenon,BEND2,ortholog_many2many
si:dkey-222f2.1,,
march7,MARCHF7,ortholog_one2many
adam12,ADAM12,ortholog_one2many
patl2,PATL2,ortholog_one2one
erbb4b,ERBB4,ortholog_one2many
chrm3b,CHRM3,ortholog_one2many
rfx4,RFX4,ortholog_one2one
sat1a.1,SAT1,ortholog_one2many
il4,,
ap5z1,AP5Z1,ortholog_one2one
yipf2,YIPF2,ortholog_one2one
sh3bp1,SH3BP1,ortholog_one2one
zgc:154142,ELANE,ortholog_many2many
zgc:154142,PRTN3,ortholog_many2many
mafk,MAFK,ortholog_one2one
apbb1,APBB1,ortholog_one2one
eml3,EML3,ortholog_one2one
galnt6,GALNTL5,ortholog_many2many
si:ch73-304f21.1,,
march7,FAM171B,ortholog_one2one
nme3,NME3,ortholog_one2one
fus,FUS,ortholog_one2one
plxnb2a,PLXNB2,ortholog_one2many
cbx7a,CBX7,ortholog_one2many
znf106a,ZNF106,ortholog_one2one
si:ch73-248e21.7,,
rps8b,RPS8,ortholog_one2many
BX511100.3,,
si:ch73-248e21.5,,
CU929070.5,,
rhbdl3,RHBDL3,ortholog_one2one
foxk1,FOXK1,ortholog_one2one
plxnb2a,PLXNB2,ortholog_one2many
psmg3,PSMG3,ortholog_one2one
BX649499.1,,
mmp25a,MMP20,ortholog_many2many
mmp25a,MMP27,ortholog_many2many
mmp25a,MMP10,ortholog_many2many
mmp25a,MMP12,ortholog_many2many
mmp25a,MMP3,ortholog_many2many
mmp25a,MMP26,ortholog_many2many
rmnd1,RMND1,ortholog_one2one
apoc2,APOC2,ortholog_one2one
cpb2,CPB2,ortholog_one2one
pde6b,PDE6B,ortholog_one2one
bcdin3d,BCDIN3D,ortholog_one2one
march7,MARCHF7,ortholog_one2many
BX649499.2,,
sptbn5,,
unc119.2,,
zgc:91849,,
dpp3,DPP3,ortholog_one2one
tns1b,TNS1,ortholog_one2one
BX005329.2,,
specc1,SPECC1,ortholog_one2one
parp4,PARP4,ortholog_one2one
si:ch211-161n3.4,CD163L1,ortholog_many2many
igsf9bb,IGSF9B,ortholog_one2one
CR847953.1,,
BX957317.2,,
cass4,CASS4,ortholog_one2one
slc19a2,SLC19A2,ortholog_one2one
dnajb5,DNAJB5,ortholog_one2many
boc,BOC,ortholog_one2one
CR848840.1,,
zgc:66426,SPEF1,ortholog_one2one
pimr152,,
cd109,CD109,ortholog_one2one
ikzf1,IKZF1,ortholog_one2one
zgc:172091,,
CR388143.1,,
OTUD7A,OTUD7A,ortholog_one2one
sox4a,SOX4,ortholog_one2many
lratd2,LRATD2,ortholog_one2many
efhc1,EFHC1,ortholog_one2one
gpx2,,
rhoga,RHOG,ortholog_one2many
si:ch211-281g13.5,,
CU207217.1,,
sgpl1,SGPL1,ortholog_one2one
vti1a,VTI1A,ortholog_one2one
satb1a,SATB1,ortholog_one2many
rnf128a,RNF128,ortholog_one2one
BX546459.1,,
rltgr,,
si:ch211-63p21.8,,
sox4a,SOX4,ortholog_one2many
exoc3l1,EXOC3L1,ortholog_one2one
CR354402.1,,
gfra1b,GFRA1,ortholog_one2many
slc16a1a,SLC16A1,ortholog_one2many
negr1,NEGR1,ortholog_one2one
BX957317.1,,
psmg2,PSMG2,ortholog_one2one
cops5,COPS5,ortholog_one2one
enpp4,ENPP4,ortholog_one2one
timm9,TIMM9,ortholog_one2one
pimr188,,
egf,EGF,ortholog_one2one
si:dkey-30e9.6,,
aatf,AATF,ortholog_one2one
hif1al2,,
msh2,MSH2,ortholog_one2one
porcn,PORCN,ortholog_one2many
alg11,ALG11,ortholog_one2one
scap,SCAP,ortholog_one2one
cybrd1,CYBRD1,ortholog_one2one
rnpc3,RNPC3,ortholog_one2one
ankdd1b,ANKDD1B,ortholog_one2one
syt7a,SYT7,ortholog_one2many
si:ch211-263k4.2,,
FP102783.1,,
ednrbb,EDNRB,ortholog_one2many
CU571079.1,,
il20ra,IL20RA,ortholog_one2one
gtf2f2a,GTF2F2,ortholog_one2many
ncoa6,NCOA6,ortholog_one2one
mnx2a,,
mif4gdb,MIF4GD,ortholog_one2many
rybpb,RYBP,ortholog_one2many
pdzd3b,PDZD3,ortholog_one2many
AL929309.1,,
lsm12a,LSM12,ortholog_one2many
poc5,,
gatad2b,GATAD2B,ortholog_one2one
si:dkey-254e13.6,,
pomk,POMK,ortholog_one2one
olah,OLAH,ortholog_one2one
ehd4,EHD4,ortholog_one2one
tmsb5,,
calb2b,CALB2,ortholog_one2many
rundc3ab,RUNDC3A,ortholog_one2many
ptprub,PTPRU,ortholog_one2many
si:ch211-282j22.3,,
lhfpl6,LHFPL6,ortholog_one2many
penka,PENK,ortholog_one2many
sfpq,SFPQ,ortholog_one2one
arl4aa,ARL4A,ortholog_one2one
CR589943.1,,
nelfb,NELFB,ortholog_one2one
pcbd1,PCBD1,ortholog_one2one
tram2,TRAM2,ortholog_one2one
capn5b,CAPN5,ortholog_one2many
lrch4,,
hapln2,HAPLN2,ortholog_one2one
calm1b,CALML3,ortholog_one2many
tmtc2a,,
rrm2,RRM2,ortholog_one2many
si:ch211-264f5.6,,
si:ch211-137a8.4,,
si:dkey-229b18.3,,
aqp10b,AQP10,ortholog_many2many
aqp10b,AQP5,ortholog_many2many
aqp10b,AQP9,ortholog_many2many
aqp10b,AQP6,ortholog_many2many
ints1,INTS1,ortholog_one2one
akap12b,AKAP12,ortholog_one2many
coq8aa,COQ8A,ortholog_one2many
twsg1a,TWSG1,ortholog_one2many
msto1,MSTO1,ortholog_one2one
si:ch211-14a17.10,CCDC102B,ortholog_one2one
cnbpa,CNBP,ortholog_many2many
cnbpa,ZCCHC13,ortholog_many2many
gcshb,,
shq1,SHQ1,ortholog_one2one
cbwd,CBWD5,ortholog_one2many
cbwd,CBWD6,ortholog_one2many
cbwd,CBWD3,ortholog_one2many
id3,ID3,ortholog_one2one
naa35,NAA35,ortholog_one2one
hcn2b,HCN2,ortholog_one2many
CR792422.2,,
chic1,CHIC1,ortholog_one2one
zfx,ZNF772,ortholog_many2many
zfx,ZNF134,ortholog_many2many
zfx,ZNF256,ortholog_many2many
zfx,ZNF154,ortholog_many2many
zfx,ZNF418,ortholog_many2many
zfx,ZNF587B,ortholog_many2many
zfx,ZNF552,ortholog_many2many
zfx,ZNF792,ortholog_many2many
zfx,ZNF586,ortholog_many2many
zfx,ZNF562,ortholog_many2many
zfx,ZNF561,ortholog_many2many
zfx,ZNF584,ortholog_many2many
zfx,ZNF549,ortholog_many2many
zfx,ZNF837,ortholog_many2many
zfx,ZNF419,ortholog_many2many
zfx,ZNF793,ortholog_many2many
zfx,ZNF773,ortholog_many2many
zfx,ZNF304,ortholog_many2many
zfx,ZNF610,ortholog_many2many
zfx,ZNF480,ortholog_many2many
zfx,ZNF548,ortholog_many2many
si:ch211-215p11.1,,
ccdc172,CCDC172,ortholog_one2one
si:ch73-22o12.1,NCR3,ortholog_many2many
si:ch73-22o12.1,NECTIN2,ortholog_many2many
si:ch73-22o12.1,PVR,ortholog_many2many
si:ch73-22o12.1,TIGIT,ortholog_many2many
CR388363.3,,
si:ch211-57m13.7,,
si:ch211-282b22.1,RBIS,ortholog_one2one
taar19n,,
si:dkey-172j4.3,,
sec11a,SEC11A,ortholog_one2one
BX511184.1,,
ehd1b,EHD1,ortholog_one2many
cdh7a,CDH7,ortholog_one2many
fibpa,FIBP,ortholog_one2many
sdhdb,SDHD,ortholog_one2many
cyp3c4,CYP3A7,ortholog_many2many
cyp3c4,CYP3A43,ortholog_many2many
cyp3c4,CYP3A5,ortholog_many2many
cyp3c4,CYP3A4,ortholog_many2many
zgc:66024,PPT2,ortholog_one2many
plrg1,PLRG1,ortholog_one2one
CR385021.1,,
kars1,KARS1,ortholog_one2one
CR555298.1,,
si:ch211-266g18.6,,
myh7ba,MYH15,ortholog_one2one
cdx4,,
hmgb2a,HMGB2,ortholog_one2one
pls1,PLS1,ortholog_one2one
fam167aa,FAM167A,ortholog_one2many
eif2s3,EIF2S3B,ortholog_one2many
eif2s3,EIF2S3,ortholog_one2many
RTKN,RTKN,ortholog_one2many
si:dkeyp-13a3.10,,
ftr39p,,
akt3a,AKT3,ortholog_one2one
glceb,GLCE,ortholog_one2many
nmba,NMB,ortholog_one2many
si:ch211-108d22.2,,
si:ch211-161n3.3,CD163L1,ortholog_many2many
olfcg7,,
si:ch211-238p8.31,,
plekha7b,PLEKHA7,ortholog_one2one
cyth4a,CYTH4,ortholog_many2many
si:ch211-153b23.4,,
pabpc1a,PABPC1L2A,ortholog_many2many
pabpc1a,PABPC1L2B,ortholog_many2many
CR396590.1,,
tmem241,TMEM241,ortholog_one2many
CU929426.1,,
si:ch211-209j10.6,,
CR847994.1,,
epha2a,,
si:ch211-237i5.4,,
higd1a,HIGD1A,ortholog_many2many
higd1a,HIGD1C,ortholog_many2many
higd1a,HIGD1B,ortholog_many2many
BX601648.1,,
mpc2,MPC2,ortholog_one2many
ankrd34bb,ANKRD34B,ortholog_one2many
cacna1fb,CACNA1F,ortholog_one2one
slc20a1b,SLC20A1,ortholog_one2many
AL928725.1,,
ndfip1l,NDFIP1,ortholog_one2many
gpalpp1,GPALPP1,ortholog_one2one
rab8a,RAB8A,ortholog_one2one
ttf2,,
taar19t,,
kmt5ab,,
rad17,RAD17,ortholog_one2one
glrx3,GLRX3,ortholog_one2one
si:dkey-34d22.1,,
gpr158a,GPR158,ortholog_one2many
mras,MRAS,ortholog_one2many
slc1a8a,,
a1cf,A1CF,ortholog_one2one
ddr1,DDR1,ortholog_one2one
ntsr1,NTSR1,ortholog_one2one
taar19s,,
galnt7,GALNT7,ortholog_one2one
BX511023.1,,
rasd3,,
CU041345.1,,
aebp2,AEBP2,ortholog_one2one
sparc,SPARC,ortholog_one2one
mrps34,MRPS34,ortholog_one2one
si:ch1073-15f12.3,,
si:dkey-34d22.2,,
si:dkeyp-100a5.4,,
mettl9,METTL9,ortholog_one2one
prdm2a,ZNF597,ortholog_many2many
prdm2a,ZNF786,ortholog_many2many
prdm2a,ZNF445,ortholog_many2many
prdm2a,ZNF211,ortholog_many2many
pole3,,
znf512,ZNF512,ortholog_one2one
cyp3c3,CYP3A7,ortholog_many2many
cyp3c3,CYP3A43,ortholog_many2many
cyp3c3,CYP3A5,ortholog_many2many
cyp3c3,CYP3A4,ortholog_many2many
JPH3,JPH3,ortholog_one2many
ebf3b,,
si:ch211-213a13.1,,
tpt1,TPT1,ortholog_one2one
zgc:165409,,
alg6,ALG6,ortholog_one2one
ca15b,,
lmo7a,LMO7,ortholog_one2many
cep57l1,CEP57L1,ortholog_one2one
adamts15b,ADAMTS15,ortholog_one2many
cavin4a,CAVIN4,ortholog_one2many
brms1lb,,
impad1,,
olfcg6,,
gdf10a,GDF10,ortholog_one2many
glcci1a,GLCCI1,ortholog_one2one
si:ch73-236e11.2,DVL1,ortholog_one2many
edc3,EDC3,ortholog_one2one
idh3g,IDH3G,ortholog_one2one
cog3,COG3,ortholog_one2one
sptlc2a,SPTLC2,ortholog_one2many
fam78ba,FAM78B,ortholog_one2many
gtf2h1,GTF2H1,ortholog_one2one
nags,NAGS,ortholog_one2one
tns2a,,
lipg,LIPG,ortholog_one2one
scospondin,,
ptgdsb.2,LCN6,ortholog_many2many
ptgdsb.2,OBP2A,ortholog_many2many
ptgdsb.2,PAEP,ortholog_many2many
ptgdsb.2,LCN2,ortholog_many2many
ptgdsb.2,PTGDS,ortholog_many2many
ptgdsb.2,LCN8,ortholog_many2many
ptgdsb.2,LCN10,ortholog_many2many
ptgdsb.2,LCN9,ortholog_many2many
ptgdsb.2,LCN15,ortholog_many2many
ptgdsb.2,LCN12,ortholog_many2many
ptgdsb.2,LCN1,ortholog_many2many
ptgdsb.2,OBP2B,ortholog_many2many
ptgdsb.2,LCNL1,ortholog_many2many
zbtb46,ZBTB46,ortholog_one2one
zgc:172282,LRFN3,ortholog_one2one
BX890600.1,,
pde6d,PDE6D,ortholog_one2one
si:dkey-11f4.16,,
gas2l3,GAS2L3,ortholog_one2one
b4galnt2.2,B4GALNT2,ortholog_one2many
BX569783.1,,
zgc:55621,PPT2,ortholog_one2many
tmem70,TMEM70,ortholog_one2one
bnip4,,
arhgap23b,,
bcan,BCAN,ortholog_one2one
phf10,PHF10,ortholog_one2one
si:ch211-245h14.1,,
ippk,IPPK,ortholog_one2one
atp2b4,ATP2B4,ortholog_one2one
si:ch211-280a23.2,,
mhc1zja,,
arpc5lb,ARPC5L,ortholog_one2many
elocb,ELOC,ortholog_one2one
wdr32,DCAF10,ortholog_one2one
