Gene name,Zebrafish gene name,Zebrafish homology type
pdgfrb,pdgfrb,ortholog_one2one
slc17a6,slc17a6b,ortholog_one2many
slc17a6,slc17a6a,ortholog_one2many
ugdh,ugdh,ortholog_one2one
,si:dkey-102g19.3,ortholog_many2many
,negaly6,ortholog_many2many
,ly6m3,ortholog_many2many
,ly6m5,ortholog_many2many
,ly6m7,ortholog_many2many
,ly6m4,ortholog_many2many
,si:ch211-134a4.6,ortholog_many2many
,ly6m2,ortholog_many2many
,ly6m6,ortholog_many2many
tdg,tdg.1,ortholog_one2many
tdg,tdg.2,ortholog_one2many
gars1,gars1,ortholog_one2one
dnah5,dnah5,ortholog_one2many
kmt2c,kmt2cb,ortholog_one2many
kmt2c,kmt2ca,ortholog_one2many
tspan17,tspan17,ortholog_one2one
nxpe3l.6,si:ch211-162k9.5,ortholog_many2many
nxpe3l.6,si:ch211-157j23.3,ortholog_many2many
nxpe3l.6,si:ch211-157j23.2,ortholog_many2many
nxpe3l.6,si:dkey-285b23.4,ortholog_many2many
nxpe3l.6,si:dkey-285b23.3,ortholog_many2many
nxpe3l.6,si:ch211-162k9.6,ortholog_many2many
gnptab,gnptab,ortholog_one2one
klhl24,klhl24a,ortholog_one2many
klhl24,klhl24b,ortholog_one2many
GABRR2,gabrr2a,ortholog_one2many
GABRR2,gabrr2b,ortholog_one2many
gja10,cx52.7,ortholog_one2many
gja10,cx52.6,ortholog_one2many
csf1r,csf1rb,ortholog_one2one
tmem214,tmem214,ortholog_one2one
spdl1,spdl1,ortholog_one2one
rab27b,rab27b,ortholog_one2one
smim14,smim14,ortholog_one2one
gyg2,zgc:173486,ortholog_one2many
f2,f2,ortholog_one2one
XB990108 [provisional],zgc:194981,ortholog_one2one
glt8d2,glt8d2,ortholog_one2one
,CABZ01087091.1,ortholog_one2many
,CR382385.1,ortholog_one2many
,AL929276.2,ortholog_one2many
slco2a1,slco2a1,ortholog_one2one
,SNORD54,ortholog_one2one
dguok,dguok,ortholog_one2one
ppp1r12c,ppp1r12c,ortholog_one2one
,FO834823.1,ortholog_one2many
ube2k,ube2kb,ortholog_one2many
ube2k,ube2ka,ortholog_one2many
,ccdc77,ortholog_one2many
,CU655836.1,ortholog_one2many
gen1,FO834823.1,ortholog_one2many
TNFSF14,tnfsf14,ortholog_one2one
elovl4,elovl4a,ortholog_one2many
elovl4,elovl4b,ortholog_one2many
,CR388231.1,ortholog_one2many
,CR388231.2,ortholog_one2many
,CR388231.3,ortholog_one2many
crnkl1,crnkl1,ortholog_one2one
ppp6r3,ppp6r3,ortholog_one2one
sncb,sncb,ortholog_one2one
zpax,zpax2,ortholog_one2many
zpax,zpax1,ortholog_one2many
znf408,znf408,ortholog_one2one
xrcc2,XRCC2,ortholog_one2one
nfyb,nfybb,ortholog_one2many
nfyb,nfyba,ortholog_one2many
adgrd1,adgrd1,ortholog_one2one
bcl2l11,bcl2l11,ortholog_one2one
Y_RNA,dre-mir-735,ortholog_one2many
Y_RNA,CABZ01092072.1,ortholog_one2many
kcns3,kcns3b,ortholog_one2many
kcns3,kcns3a,ortholog_one2many
lim2,TST,ortholog_one2many
hmgxb3,hmgxb3,ortholog_one2one
slit3,slit3,ortholog_one2one
orc3,orc3,ortholog_one2one
rdh14,rdh14a,ortholog_one2many
rdh14,rdh14b,ortholog_one2many
tgfbr1,tgfbr1a,ortholog_one2many
tgfbr1,tgfbr1b,ortholog_one2many
arhgap1,arhgap1,ortholog_one2one
pds5a,pds5a,ortholog_one2one
nxpe3l.2,si:ch211-162k9.5,ortholog_many2many
nxpe3l.2,si:ch211-157j23.3,ortholog_many2many
nxpe3l.2,si:ch211-157j23.2,ortholog_many2many
nxpe3l.2,si:dkey-285b23.4,ortholog_many2many
nxpe3l.2,si:dkey-285b23.3,ortholog_many2many
nxpe3l.2,si:ch211-162k9.6,ortholog_many2many
akr1c3,zgc:56622,ortholog_many2many
akr1c3,akr1a1a,ortholog_many2many
cdhr2,CU302253.1,ortholog_one2one
nt5c1a,nt5c1bb,ortholog_one2many
nt5c1a,nt5c1ba,ortholog_one2many
acoxl,acoxl,ortholog_one2one
hesx1,chst11,ortholog_one2one
osr1,osr1,ortholog_one2one
eps8l1,eps8l1b,ortholog_one2many
eps8l1,eps8l1a,ortholog_one2many
naa20,naa20,ortholog_one2one
ppp4r3b,ppp4r3b,ortholog_one2one
etfb,etfb,ortholog_one2one
map3k5,map3k5,ortholog_one2one
,ifitm1,ortholog_one2many
rps14,rps14,ortholog_one2one
dpp6,dpp6a,ortholog_one2many
dpp6,dpp6b,ortholog_one2many
,si:dkey-23n7.10,ortholog_one2one
rars2,rars2,ortholog_one2one
ran,ran,ortholog_one2one
bub1,bub1,ortholog_one2one
slc35a1,slc35a1,ortholog_one2one
klhl26,klhl26,ortholog_one2one
pole,pole,ortholog_one2one
nol10,nol10,ortholog_one2one
ampd3,ampd3a,ortholog_one2many
ampd3,ampd3b,ortholog_one2many
trio,triob,ortholog_one2many
trio,trioa,ortholog_one2many
rnf44,si:ch211-59o9.10,ortholog_one2one
tnk2,tnk2b,ortholog_one2one
ndst1,ndst1a,ortholog_one2many
ndst1,ndst1b,ortholog_one2many
smim8,smim8,ortholog_one2one
gmps,gmps,ortholog_one2one
tnfrsf11a,hdr,ortholog_many2many
tnfrsf11a,tnfrsfa,ortholog_many2many
tnfrsf11a,cd40,ortholog_many2many
tnfrsf11a,tnfrsf1b,ortholog_many2many
tnfrsf11a,tnfrsf11a,ortholog_many2many
kitlg,kitlga,ortholog_one2many
kitlg,kitlgb,ortholog_one2many
crtc1,crtc1b,ortholog_one2many
crtc1,crtc1a,ortholog_one2many
map2k7,map2k7,ortholog_one2one
lim2,lim2.5,ortholog_one2many
lim2,lim2.4,ortholog_one2many
ccdc14,cx28.8,ortholog_one2one
dapk2,dapk2a,ortholog_one2one
cd37,cd37,ortholog_one2one
crhr2,CRHR2,ortholog_one2one
rhoh,rhoh,ortholog_one2one
XB990428 [provisional:ifitm3],ifitm1,ortholog_one2many
znf292,znf292a,ortholog_one2many
znf292,znf292b,ortholog_one2many
lrrc8e.2,lrrc8da,ortholog_one2one
umad1,umad1,ortholog_one2one
rin2,RIN2,ortholog_one2many
rin2,rin2,ortholog_one2many
paxip1,paxip1,ortholog_one2one
synpo,LO018188.1,ortholog_one2one
sh3bgrl2,sh3bgrl2,ortholog_one2one
cfap36,cfap36,ortholog_one2one
,zgc:113220,ortholog_one2many
atg13,atg13,ortholog_one2one
myoz3,myoz3a,ortholog_one2many
myoz3,BX072577.1,ortholog_one2many
lca5,lca5,ortholog_one2many
glcci1,glcci1a,ortholog_one2one
stx2,stx2a,ortholog_one2many
stx2,stx2b,ortholog_one2many
zcchc2,zcchc2,ortholog_one2one
faf2,faf2,ortholog_one2one
ndufa3,ndufa3,ortholog_one2one
atp6v1c2,atp6v1c2,ortholog_one2one
ica1,ica1,ortholog_one2one
herc1,herc1,ortholog_one2one
mboat7,mboat7,ortholog_one2one
,tpcn3,ortholog_one2one
prkaca,prkacab,ortholog_one2one
dctn4,dctn4,ortholog_one2one
cep162,cep162,ortholog_one2one
pomp,slc33a1,ortholog_one2one
ano5,ano5b,ortholog_one2many
ano5,ano5a,ortholog_one2many
dnajc5g,dnajc5ga,ortholog_one2one
phip,phip,ortholog_one2one
nxph1,nxph1,ortholog_one2one
,si:ch211-163c2.1,ortholog_many2many
,si:cabz01030277.1,ortholog_many2many
znf33a,zgc:173486,ortholog_one2many
tmc4,tmc4,ortholog_one2one
usf2,usf2,ortholog_one2one
htr5a,htr5ab,ortholog_one2many
htr5a,htr5aa,ortholog_one2many
zfp1,si:ch211-119o8.6,ortholog_one2many
cltb,cltb,ortholog_one2one
fbxl22,fbxl22,ortholog_one2one
plch1,plch1,ortholog_one2one
ust,UST,ortholog_one2many
ust,usta,ortholog_one2many
harbi1,harbi1,ortholog_one2one
slc24a3,slc24a3,ortholog_one2one
leng1,leng1,ortholog_one2one
reck,reck,ortholog_one2one
kctd3,kctd3,ortholog_one2one
phlpp1,phlpp1,ortholog_one2one
prr36,si:ch211-214c7.4,ortholog_one2one
insig1,insig1,ortholog_one2one
pdia6,pdia6,ortholog_one2one
mrpl14,mrpl14,ortholog_one2one
tfrcl,tfr1a,ortholog_one2many
tfrcl,tfr1b,ortholog_one2many
usp3,usp3,ortholog_one2one
cd79a,cd79a,ortholog_one2one
parp14.3,si:ch211-163c2.1,ortholog_many2many
parp14.3,si:cabz01030277.1,ortholog_many2many
asf1b,asf1ba,ortholog_one2many
asf1b,asf1bb,ortholog_one2many
lyve1,lyve1b,ortholog_one2many
lyve1,lyve1a,ortholog_one2many
en2,en2b,ortholog_one2many
en2,en2a,ortholog_one2many
ffar2,si:ch73-90p23.1,ortholog_many2many
ffar2,CU855821.1,ortholog_many2many
ffar2,si:dkey-211g8.7,ortholog_many2many
ffar2,si:dkey-211g8.6,ortholog_many2many
nphp1,nphp1,ortholog_one2one
higd2a,higd2a,ortholog_one2one
sash1,sash1b,ortholog_one2many
sash1,sash1a,ortholog_one2many
,si:ch73-90p23.1,ortholog_many2many
,CU855821.1,ortholog_many2many
,si:dkey-211g8.7,ortholog_many2many
,si:dkey-211g8.6,ortholog_many2many
pomp,pomp,ortholog_one2one
rerg,RERG,ortholog_one2one
col9a1,col9a1a,ortholog_one2one
cnpy1,cnpy1,ortholog_one2one
mei4,mei4,ortholog_one2one
ambra1,ambra1a,ortholog_one2many
ambra1,ambra1b,ortholog_one2many
rnf141,rnf141,ortholog_one2one
dtd1,dtd1,ortholog_one2one
ca12,ca12,ortholog_one2one
cga,cga,ortholog_one2many
cga,CGA,ortholog_one2many
antxr2,antxr2b,ortholog_one2many
antxr2,antxr2a,ortholog_one2many
kcnh6,kcnh2a,ortholog_one2many
kcnh6,KCNH2,ortholog_one2many
FFAR1,si:dkey-211g8.9,ortholog_one2one
kcnk2,kcnk2b,ortholog_one2many
kcnk2,kcnk2a,ortholog_one2many
mrps36,mrps36,ortholog_one2one
rbm33,rbm33b,ortholog_one2many
rbm33,rbm33a,ortholog_one2many
lman2,lman2,ortholog_one2one
,GABRR1,ortholog_many2many
,gabrr1,ortholog_many2many
adgrl1,adgrl1a,ortholog_one2one
dnajc19,dnajc19,ortholog_one2one
,zgc:153665,ortholog_many2many
,mala,ortholog_many2many
,malb,ortholog_many2many
pcyt1a,pcyt1aa,ortholog_one2many
pcyt1a,pcyt1ab,ortholog_one2many
cnot3,cnot3b,ortholog_one2many
cnot3,cnot3a,ortholog_one2many
stambpl1,stambpl1,ortholog_one2one
tex10,tex10,ortholog_one2one
,soul5l,ortholog_many2many
,soul5,ortholog_many2many
,zgc:171422,ortholog_one2one
shh,shhb,ortholog_one2many
shh,shha,ortholog_one2many
tmed9,tmed9,ortholog_one2one
phf14,phf14,ortholog_one2one
dynlt2b,tctex1d2,ortholog_one2one
irag1,mrvi1,ortholog_one2one
ephx2,ephx2,ortholog_one2one
mal,zgc:153665,ortholog_many2many
mal,mala,ortholog_many2many
mal,malb,ortholog_many2many
XB5872520 [provisional],si:ch211-191a24.4,ortholog_one2one
gpx3,gpx3,ortholog_one2one
rnf32,rnf32,ortholog_one2one
vdac2,vdac2,ortholog_one2one
ap1s3,ap1s3a,ortholog_one2many
ap1s3,ap1s3b,ortholog_one2many
CPT1A,cpt1aa,ortholog_one2many
CPT1A,cpt1ab,ortholog_one2many
rab8b,rab8b,ortholog_one2many
rab8b,megf8,ortholog_one2many
ptpro,ptpro,ortholog_one2many
fndc4,fndc4a,ortholog_one2one
,slc29a3,ortholog_one2many
chrm4,chrm4a,ortholog_one2one
dusp12,dusp12,ortholog_one2one
cenpf,si:dkeyp-115e12.6,ortholog_one2one
b4galt7,b4galt7,ortholog_one2one
mrps5,mrps5,ortholog_one2one
polr2d,polr2d,ortholog_one2one
arhgef1,arhgef1b,ortholog_one2one
,cox4i1l,ortholog_one2one
mdk,mdkb,ortholog_one2many
mdk,mdka,ortholog_one2many
ddx27,ddx27,ortholog_one2one
mindy4,si:dkey-30h22.11,ortholog_one2one
rps27l,rps27.2,ortholog_one2one
ankrd22,ankrd22,ortholog_one2one
bcl2,bcl2b,ortholog_one2many
bcl2,bcl2a,ortholog_one2many
eif3c,tnip1,ortholog_one2one
wdfy1,wdfy1,ortholog_one2one
ing3,ing3,ortholog_one2one
rimbp2,RIMBP2,ortholog_one2many
rimbp2,rimbp2,ortholog_one2many
lmbr1,lmbr1,ortholog_one2one
n4bp3,n4bp3,ortholog_one2many
lactb,lactb,ortholog_one2one
zfr,zfr,ortholog_one2one
,CABZ01057891.1,ortholog_one2one
sec23b,sec23b,ortholog_one2one
nhp2,nhp2,ortholog_one2one
unc5b,unc5b,ortholog_one2one
dusp13,si:ch211-223p8.8,ortholog_one2one
kdsr,kdsr,ortholog_one2one
pdss1,pdss1,ortholog_one2one
anxa6,anxa6,ortholog_one2one
prpf31,prpf31,ortholog_one2one
masp1,masp1,ortholog_one2one
nom1,nom1,ortholog_one2one
oxsr1,sap130a,ortholog_one2many
oxsr1,sap130b,ortholog_one2many
smyd2,smyd2a,ortholog_one2one
lipa,lipf,ortholog_one2one
arrb2,arrb2b,ortholog_one2many
arrb2,arrb2a,ortholog_one2many
tpm1,tpma,ortholog_one2many
tpm1,tpm1,ortholog_one2many
asxl2,asxl2,ortholog_one2one
nphp3,nphp3,ortholog_one2one
mnx1,mnx1,ortholog_one2one
dusp29,si:dkeyp-27c8.1,ortholog_many2many
dusp29,BX005321.1,ortholog_many2many
dusp29,si:dkey-194e6.2,ortholog_many2many
dusp29,si:ch211-121a2.2,ortholog_many2many
aqp1,aqp1a.1,ortholog_one2many
aqp1,aqp1a.2,ortholog_one2many
brd8,BRD8,ortholog_one2many
brd8,brd8,ortholog_one2many
cped1,cped1,ortholog_one2one
phc3,phc2a,ortholog_one2many
phc3,phc2b,ortholog_one2many
prox1,prox1a,ortholog_one2one
cad,cad,ortholog_one2one
slc7a2.2,zgc:175280,ortholog_many2many
slc7a2.2,slc7a2,ortholog_many2many
slc7a2.2,si:ch73-352p4.8,ortholog_many2many
slc7a2.2,slc7a11,ortholog_many2many
slc8a1,slc8a1b,ortholog_one2many
slc8a1,slc8a1a,ortholog_one2many
rnls,rnls,ortholog_one2one
hebp2,soul5l,ortholog_many2many
hebp2,soul5,ortholog_many2many
ctr9,ctr9,ortholog_one2one
,zgc:123297,ortholog_many2many
,CABZ01059909.1,ortholog_many2many
,zgc:162154,ortholog_many2many
,AL935044.2,ortholog_many2many
,si:dkey-208m12.2,ortholog_many2many
rpl18,rpl18,ortholog_one2one
kif3c,kif3cb,ortholog_one2many
kif3c,kif3ca,ortholog_one2many
wnt16,wnt16,ortholog_one2one
XB5894820 [provisional],soul5l,ortholog_many2many
XB5894820 [provisional],soul5,ortholog_many2many
pelp1,pelp1,ortholog_one2one
,si:dkey-163f14.6,ortholog_one2one
wdr33,wdr33,ortholog_one2one
scrib,scrib,ortholog_one2one
rpl6,rpl6,ortholog_one2one
rnasek,rnasekb,ortholog_one2many
rnasek,rnaseka,ortholog_one2many
rab10,rab10,ortholog_one2one
sqstm1,sqstm1,ortholog_one2one
pten,ptena,ortholog_one2many
pten,ptenb,ortholog_one2many
fam3c,fam3c,ortholog_one2one
sec62,gpr160,ortholog_one2one
ptpn11,ptpn11a,ortholog_one2one
c17orf49,C10H17orf49,ortholog_one2many
jarid2,jarid2a,ortholog_one2many
jarid2,jarid2b,ortholog_one2many
rps6kc1,rps6kc1,ortholog_one2one
kif20a,kif20a,ortholog_one2one
uba5,uba5,ortholog_one2one
vcl,vcla,ortholog_one2many
vcl,vclb,ortholog_one2many
taf1b,taf1b,ortholog_one2one
sphk2,sphk2,ortholog_one2one
adh6,adh8a,ortholog_many2many
adh6,adh8b,ortholog_many2many
adh6,zgc:63568,ortholog_many2many
adh6,zgc:77938,ortholog_many2many
garem2,gareml,ortholog_one2one
dgkz,dgkza,ortholog_one2many
dgkz,dgkzb,ortholog_one2many
ube3c,ube3c,ortholog_one2one
tbc1d9b,tbc1d9,ortholog_one2one
ache,ache,ortholog_one2one
,si:ch211-236l14.4,ortholog_one2one
cdc23,cdc23,ortholog_one2one
pif1,pif1,ortholog_one2one
eps8,eps8a,ortholog_one2one
heatr1,heatr1,ortholog_one2one
XB22169600 [provisional],si:dkey-79i2.4,ortholog_many2many
XB22169600 [provisional],si:ch211-281l24.3,ortholog_many2many
XB22169600 [provisional],BX321875.4,ortholog_many2many
gpr17,gpr17,ortholog_one2one
kcnc2,kcnc2,ortholog_one2many
kcnc2,si:ch73-334d15.4,ortholog_one2many
kcnc2,kcnc4,ortholog_one2many
samd7,samd7,ortholog_one2one
rph3a,rph3aa,ortholog_one2many
rph3a,rph3ab,ortholog_one2many
hadha,hadhab,ortholog_one2many
hadha,hadhaa,ortholog_one2many
stra6l.1,stra6l,ortholog_one2one
,epha4b,ortholog_one2many
,ek1,ortholog_one2many
vps4b,vps4b,ortholog_one2many
vps4b,si:dkey-185p13.1,ortholog_one2many
dbp,dbpa,ortholog_many2many
dbp,dbpb,ortholog_many2many
MYO7B,MYO7B,ortholog_one2many
MYO7B,myo7bb,ortholog_one2many
CAPS2,caps2,ortholog_one2one
fam183b,fam183a,ortholog_one2one
acad11,acad11,ortholog_one2one
tln2,tln2b,ortholog_one2many
tln2,tln2a,ortholog_one2many
tln2,CABZ01046980.1,ortholog_one2many
lrrc31,lrrc31,ortholog_one2one
rnf130,rnf130,ortholog_one2many
atad1,atad1b,ortholog_one2many
atad1,atad1a,ortholog_one2many
apbb1ip,apbb1ip,ortholog_one2one
dtnbp1,dtnbp1b,ortholog_one2many
dtnbp1,dtnbp1a,ortholog_one2many
fam110b,fam110b,ortholog_one2one
ebna1bp2,ebna1bp2,ortholog_one2one
btn2a2,zgc:123297,ortholog_many2many
btn2a2,CABZ01059909.1,ortholog_many2many
btn2a2,zgc:162154,ortholog_many2many
btn2a2,AL935044.2,ortholog_many2many
btn2a2,si:dkey-208m12.2,ortholog_many2many
,BX649279.1,ortholog_one2many
,CR376861.1,ortholog_one2many
,BX322622.1,ortholog_one2many
,BX548045.3,ortholog_one2many
,CR388195.1,ortholog_one2many
,AL808129.2,ortholog_one2many
cct5,cct5,ortholog_one2one
ackr4,ackr4b,ortholog_one2many
ackr4,ackr4a,ortholog_one2many
enc1,enc1,ortholog_one2one
,glipr1b,ortholog_one2many
,glipr1a,ortholog_one2many
ca11,ca2,ortholog_many2many
ca11,cahz,ortholog_many2many
ptprz1,ptprz1b,ortholog_one2many
ptprz1,ptprz1a,ortholog_one2many
tdrd7,tdrd7a,ortholog_one2many
tdrd7,tdrd7b,ortholog_one2many
adcyap1r1,adcyap1r1a,ortholog_one2many
cfap57,cfap57,ortholog_one2one
lrrc34,lrrc34,ortholog_one2one
slc2a9,slc2a15b,ortholog_one2many
slc2a9,slc2a15a,ortholog_one2many
fstl4,fstl4,ortholog_one2one
hexb,hexb,ortholog_one2one
creb3l1,creb3l1,ortholog_one2one
poll,poll,ortholog_one2one
tmod1,tmod1,ortholog_one2one
tmem125,tmem125b,ortholog_one2one
fndc3b,fndc3bb,ortholog_one2many
fndc3b,fndc3ba,ortholog_one2many
angel2,angel2,ortholog_one2one
grhl1,grhl1,ortholog_one2one
sult2b1,sult2st2,ortholog_one2many
sult2b1,sult2st1,ortholog_one2many
plg,plg,ortholog_one2many
vdac1,vdac1,ortholog_one2one
tatdn1,tatdn1,ortholog_one2one
anapc13.2,anapc13,ortholog_one2many
tstd2,CU469526.1,ortholog_one2one
krr1,krr1,ortholog_one2one
puf60,nrbp2b,ortholog_one2many
puf60,nrbp2a,ortholog_one2many
dpcd,dpcd,ortholog_one2one
zdhhc5,zdhhc5a,ortholog_one2many
zdhhc5,zdhhc5b,ortholog_one2many
dlgap2,dlgap2a,ortholog_one2many
dlgap2,dlgap2b,ortholog_one2many
vash2,vash2,ortholog_one2one
gad2,gad2,ortholog_one2one
atpsckmt,atpsckmt,ortholog_one2one
anapc1,anapc1,ortholog_one2one
wscd2,wscd2,ortholog_one2one
gabrr1,GABRR1,ortholog_many2many
gabrr1,gabrr1,ortholog_many2many
rnf139,rnf139,ortholog_one2one
gas7,tie1,ortholog_one2many
lratd1,lratd1,ortholog_one2one
mrpl21,mrpl21,ortholog_one2one
fbxw4,fbxw4,ortholog_one2one
clp1,clp1,ortholog_one2one
flvcr1,flvcr1,ortholog_one2one
papss2,papss2b,ortholog_one2many
papss2,papss2a,ortholog_one2many
slc45a1,slc45a1,ortholog_one2one
lgals8,lgals8a,ortholog_one2many
lgals8,lgals8b,ortholog_one2many
kif15,kif15,ortholog_one2one
ndufb10,xpa,ortholog_one2one
sspo,scospondin,ortholog_one2one
ptprn2,ptprn2,ortholog_one2one
hadhb,hadhb,ortholog_one2one
,CR931802.4,ortholog_one2one
phf21a,phf21aa,ortholog_one2many
phf21a,phf21ab,ortholog_one2many
phlda1,phlda1,ortholog_one2one
slc9a3,slc9a3.2,ortholog_one2many
slc9a3,slc9a3.1,ortholog_one2many
foxe1,foxe1,ortholog_one2one
fgf8,fgf8b,ortholog_one2many
fgf8,fgf8a,ortholog_one2many
washc5,washc5,ortholog_one2one
,tatdn3,ortholog_one2one
,il20ra,ortholog_one2one
myos,si:dkeyp-69b9.3,ortholog_one2one
thsd7a,thsd7aa,ortholog_one2many
thsd7a,thsd7ab,ortholog_one2many
myo3a,myo3a,ortholog_one2one
tdrp,si:ch211-225h24.2,ortholog_one2one
ctnnd1,ctnnd1,ortholog_one2one
gfm2,gfm2,ortholog_one2one
trmo,trmo,ortholog_one2one
iws1,CABZ01044053.1,ortholog_one2one
ighmbp2,ighmbp2,ortholog_one2one
pwwp2b,pwwp2b,ortholog_one2one
nap1l1,nap1l1,ortholog_one2one
med8,med8,ortholog_one2one
gnb1,gnb1b,ortholog_one2one
tatdn3,TATDN3,ortholog_one2one
eif4g2,eif4g2a,ortholog_one2many
eif4g2,eif4g2b,ortholog_one2many
erlin1,erlin1,ortholog_one2one
aass,aass,ortholog_one2one
arhgap39,arhgap39,ortholog_one2one
MPL,mpl,ortholog_many2many
vps13c,vps13c,ortholog_one2one
minpp1,minpp1a,ortholog_one2many
minpp1,minpp1b,ortholog_one2many
tp63,tp63,ortholog_one2one
strap,strap,ortholog_one2one
cmklr1,cmklr1,ortholog_one2many
cmklr1,cmklrl2,ortholog_one2many
klhl17,klhl17,ortholog_one2one
socs6,socs6b,ortholog_one2many
socs6,socs6a,ortholog_one2many
nsl1,nsl1,ortholog_one2one
fezf1,fezf1,ortholog_one2one
npm3,npm3,ortholog_one2one
proc.2,CABZ01044048.1,ortholog_one2one
cdc20,cdc20,ortholog_one2one
pxmp2,pxmp2,ortholog_one2one
sntg1,sntg1,ortholog_one2one
pld1,pld1a,ortholog_one2many
pld1,pld1b,ortholog_one2many
kiaa1143,zgc:77056,ortholog_one2one
minpp1,adat3,ortholog_one2one
BATF3,batf3,ortholog_one2one
nadk,nadka,ortholog_one2many
acap1,acap1,ortholog_one2one
rttn,rttn,ortholog_one2one
atf3,atf3,ortholog_one2one
proc,proca,ortholog_one2many
slc43a1,slc43a1b,ortholog_one2many
slc43a1,slc43a1a,ortholog_one2many
XB5872372 [provisional],si:dkey-4e7.3,ortholog_one2many
syt12,syt12,ortholog_one2one
c8orf76,zgc:101716,ortholog_one2one
elovl1,elovl1a,ortholog_one2many
elovl1,elovl1b,ortholog_one2many
dedd2,dedd1,ortholog_one2one
gpr158,gpr158a,ortholog_one2many
gpr158,gpr158b,ortholog_one2many
h2ax,h2af1al,ortholog_one2one
pes1,pes,ortholog_one2one
,cd226,ortholog_one2one
h2ax.2,hist1h2a5,ortholog_one2one
vipr1,vipr1b,ortholog_one2one
dera,dera,ortholog_one2one
tmx2,tmx2b,ortholog_one2one
nr2e3,nr2e3,ortholog_one2one
DOK6,dok6,ortholog_one2one
XB5740036 [provisional],si:dkey-4e7.3,ortholog_one2many
pacc1,pacc1,ortholog_one2one
bbs10,bbs10,ortholog_one2one
med19,med19b,ortholog_one2many
med19,med19a,ortholog_one2many
tmx3,tmx3a,ortholog_one2many
tmx3,tmx3b,ortholog_one2many
,wu:fi09b08,ortholog_one2many
cadps2,cadps2,ortholog_one2one
fastkd3,fastkd3,ortholog_one2one
mrpl16,mrpl16,ortholog_one2one
nsa2,nsa2,ortholog_one2one
mylip,mylipb,ortholog_one2many
mylip,mylipa,ortholog_one2many
dsel,dsela,ortholog_one2one
slc16a13,slc16a13,ortholog_one2one
dgkd,DGKD,ortholog_one2one
szt2,CABZ01056637.1,ortholog_one2one
SLC15A5,SLC15A5,ortholog_one2one
large2,large2,ortholog_one2one
fam169a,fam169aa,ortholog_one2many
fam169a,fam169ab,ortholog_one2many
slc35e2b,SLC35E2B,ortholog_one2one
ncapg2,ncapg2,ortholog_one2one
XB5756113 [provisional],si:dkey-102g19.3,ortholog_many2many
XB5756113 [provisional],negaly6,ortholog_many2many
XB5756113 [provisional],ly6m3,ortholog_many2many
XB5756113 [provisional],ly6m5,ortholog_many2many
XB5756113 [provisional],ly6m7,ortholog_many2many
XB5756113 [provisional],ly6m4,ortholog_many2many
XB5756113 [provisional],si:ch211-134a4.6,ortholog_many2many
XB5756113 [provisional],ly6m2,ortholog_many2many
XB5756113 [provisional],ly6m6,ortholog_many2many
XB5992952 [provisional:adpgk],adpgk2,ortholog_one2one
serpinb10,zgc:173729,ortholog_many2many
serpinb10,serpinb1l1,ortholog_many2many
serpinb10,serpinb14,ortholog_many2many
serpinb10,serpinb1l3,ortholog_many2many
serpinb10,serpinb1l4,ortholog_many2many
clstn1,clstn1,ortholog_one2one
ptdss2,ptdss2,ortholog_one2one
nenf,nenf,ortholog_one2one
mcm7,trib1,ortholog_one2one
tlr21,tlr21,ortholog_one2one
tp53,tp53,ortholog_one2one
sec22c,sec22c,ortholog_one2one
XB5920187 [provisional],slbp2,ortholog_one2one
ctnnb1,ctnnb2,ortholog_one2many
ctnnb1,ctnnb1,ortholog_one2many
enkur,enkur,ortholog_one2one
gal3st1,gal3st1b,ortholog_one2many
gal3st1,gal3st1a,ortholog_one2many
slc5a6,slc5a6a,ortholog_one2many
slc5a6,slc5a6b,ortholog_one2many
afg1l,afg1la,ortholog_one2one
sgms1,SGMS1,ortholog_one2one
glyatl2,si:dkey-76k16.5,ortholog_one2many
glyatl2,si:ch73-106k19.2,ortholog_one2many
glyatl2,si:dkey-76k16.6,ortholog_one2many
zp3.2,zp3f.2,ortholog_one2many
zp3.2,zp3f.1,ortholog_one2many
perp,perp,ortholog_one2one
oga,oga,ortholog_one2one
galnt18,galnt18a,ortholog_one2many
galnt18,galnt18b,ortholog_one2many
tube1,tube1,ortholog_one2many
abcb8,abcb8,ortholog_one2one
ssrp1,ssrp1a,ortholog_one2many
ssrp1,ssrp1b,ortholog_one2many
serpinb6,zgc:173729,ortholog_many2many
serpinb6,serpinb1l1,ortholog_many2many
serpinb6,serpinb14,ortholog_many2many
serpinb6,serpinb1l3,ortholog_many2many
serpinb6,serpinb1l4,ortholog_many2many
slitrk3,slitrk3a,ortholog_one2many
slitrk3,slitrk3b,ortholog_one2many
myo9a,myo9ab,ortholog_one2many
myo9a,myo9aa,ortholog_one2many
dgat1,dgat1a,ortholog_one2many
dgat1,dgat1b,ortholog_one2many
klf11,klf11a,ortholog_one2many
klf11,klf11b,ortholog_one2many
ccn6,ccn6,ortholog_one2one
mgst1,mgst1.2,ortholog_one2many
mgst1,mgst1.1,ortholog_one2many
snx3,snx3,ortholog_one2one
cdh2,cdh2,ortholog_one2one
hyi,hyi,ortholog_one2one
mtfp1,MTFP1,ortholog_one2one
XB5760648 [provisional:pinlyp],si:dkey-102g19.3,ortholog_many2many
XB5760648 [provisional:pinlyp],negaly6,ortholog_many2many
