Gene name,Mouse gene name,Mouse homology type
,Tas2r136,ortholog_many2many
CHP2,Chp2,ortholog_one2one
LINC02914,,
NEMP2,Nemp2,ortholog_one2one
,,
OGDHL,Ogdhl,ortholog_one2one
ZNF185,Zfp185,ortholog_one2one
PGRMC1,Pgrmc1,ortholog_one2one
,,
,Tas2r120,ortholog_many2many
,Tas2r136,ortholog_many2many
ZNF48,Zfp553,ortholog_one2one
CPSF4L,Cpsf4l,ortholog_one2one
BIRC2,Birc2,ortholog_one2one
KERA,Kera,ortholog_one2one
TRIM7,Trim7,ortholog_one2one
,,
TAS2R46,Tas2r120,ortholog_many2many
TAS2R46,Tas2r136,ortholog_many2many
,,
Metazoa_SRP,,
,,
,,
Metazoa_SRP,,
GYS1,Gys1,ortholog_one2one
,,
U3,,
Metazoa_SRP,,
CD3D,Cd3d,ortholog_one2one
OPN4,Opn4,ortholog_one2one
,,
,,
,,
,,
U7,,
,Uqcrfs1,ortholog_one2many
BAG4,Bag4,ortholog_one2one
Metazoa_SRP,,
U6,,
Y_RNA,,
Metazoa_SRP,,
PTPRCAP,Ptprcap,ortholog_one2one
,,
,,
,Bend2,ortholog_many2many
Metazoa_SRP,,
MRPL17,Mrpl17,ortholog_one2one
ZNF616,,
SKOR2,Skor2,ortholog_one2one
SLFN13,Slfn8,ortholog_one2many
SLFN13,Slfn9,ortholog_one2many
Metazoa_SRP,,
TASL,Tasl,ortholog_one2one
FSCB,Fscb,ortholog_one2one
MAPK1,Mapk1,ortholog_one2one
,,
LBP,Lbp,ortholog_one2one
CATIP,Catip,ortholog_one2one
,,
Metazoa_SRP,,
ELF4,Elf4,ortholog_one2one
ZNF146,Zfp146,ortholog_one2one
CHPT1,Chpt1,ortholog_one2one
Metazoa_SRP,,
,,
MARS2,Mars2,ortholog_one2one
U7,,
ZNF771,Zfp771,ortholog_one2one
,,
KLHDC4,Klhdc4,ortholog_one2one
,,
CRYBB3,Crybb3,ortholog_one2one
,,
,,
NOP53,Nop53,ortholog_one2one
,,
,,
STX3,Stx3,ortholog_one2one
SNX20,Snx20,ortholog_one2one
Metazoa_SRP,,
CHST6,,
CYP27C1,,
,,
,,
mml-mir-7175,,
,,
PDE1B,Pde1b,ortholog_one2one
Metazoa_SRP,,
,,
Y_RNA,,
Metazoa_SRP,,
U7,,
PRELID3A,Prelid3a,ortholog_one2one
CDC42EP4,Cdc42ep4,ortholog_one2one
DNAI1,Dnai1,ortholog_one2one
,,
RPS6KB2,Rps6kb2,ortholog_one2one
TAS2R14,Tas2r113,ortholog_one2many
TAS2R14,Tas2r110,ortholog_one2many
TAS2R14,Tas2r123,ortholog_one2many
TAS2R14,Tas2r140,ortholog_one2many
TAS2R14,Tas2r129,ortholog_one2many
TAS2R14,Tas2r116,ortholog_one2many
TAS2R14,Tas2r117,ortholog_one2many
TAS2R14,Tas2r109,ortholog_one2many
TAS2R14,Tas2r103,ortholog_one2many
TAS2R14,Tas2r115,ortholog_one2many
TAS2R14,Tas2r125,ortholog_one2many
LAMTOR3,Lamtor3,ortholog_one2one
LUM,Lum,ortholog_one2one
DCHS1,Dchs1,ortholog_one2one
,,
YTHDF3,Ythdf3,ortholog_one2one
OMD,Omd,ortholog_one2one
Metazoa_SRP,,
CRYGB,Crygb,ortholog_one2one
LRRC75A,Lrrc75a,ortholog_one2one
,,
THBS1,Thbs1,ortholog_one2one
SPRY2,Spry2,ortholog_one2one
TMED2,Tmed2,ortholog_one2one
,,
PITX2,,
DDHD2,Ddhd2,ortholog_one2one
,Bend2,ortholog_many2many
TAS2R42,Tas2r131,ortholog_one2one
ZNF30,,
,Gm56076,ortholog_many2many
,Gm54594,ortholog_many2many
,Gm55974,ortholog_many2many
BOLL,Boll,ortholog_one2one
SNORA74,Snora74a,ortholog_one2one
,,
HAPLN1,Hapln1,ortholog_one2one
SNORA80C,,
NODAL,Nodal,ortholog_one2one
GK,Gk,ortholog_one2many
CLEC1A,Clec1a,ortholog_one2one
CD3G,Cd3g,ortholog_one2one
ZFAT,Zfat,ortholog_one2one
SLC25A43,Slc25a43,ortholog_one2one
RABGAP1,Rabgap1,ortholog_one2one
KIR3DL12,Kir3dl2,ortholog_many2many
KIR3DL12,Kir3dl1,ortholog_many2many
ZNF236,Zfp236,ortholog_one2one
,,
KIAA0319,D130043K22Rik,ortholog_one2one
U6,Gm24848,ortholog_one2many
ASPN,Aspn,ortholog_one2one
TRIM41,Trim52,ortholog_one2one
JMY,Jmy,ortholog_one2one
TMEM231,Tmem231,ortholog_one2one
IL26,,
,,
DCTPP1,Dctpp1,ortholog_one2one
U6,,
,,
CDS2,Cds2,ortholog_one2one
MAL,Mal,ortholog_one2one
ELOC,Eloc,ortholog_one2one
ZNF836,,
PPP1R13B,Ppp1r13b,ortholog_one2one
,,
,Bend2,ortholog_many2many
,,
,,
,,
,,
Metazoa_SRP,,
Y_RNA,,
,,
NUDCD1,Nudcd1,ortholog_one2one
SLC7A6OS,Slc7a6os,ortholog_one2one
,,
,,
,Snord13,ortholog_one2many
ZNF792,Zfy2,ortholog_many2many
ZNF792,Zfy1,ortholog_many2many
,,
NAB1,Nab1,ortholog_one2one
IER3IP1,,
MRPL53,Mrpl53,ortholog_one2one
CPA6,Cpa6,ortholog_one2one
,,
DCN,Dcn,ortholog_one2one
,Dcaf13,ortholog_one2many
CRYBB2,Crybb2,ortholog_one2one
,,
SPPL3,Sppl3,ortholog_one2one
,,
,,
,,
,Gm22661,ortholog_one2many
,Gm23877,ortholog_one2many
,Gm22331,ortholog_one2many
P3H4,P3h4,ortholog_one2one
RAB44,Rab44,ortholog_one2one
,,
INPP5K,Inpp5k,ortholog_one2one
,,
NOD2,Nod2,ortholog_one2one
,Gm25541,ortholog_one2one
SNORD67,Snord67,ortholog_one2one
,,
RIOK3,Riok3,ortholog_one2one
CNIH1,Cnih1,ortholog_one2one
Metazoa_SRP,,
EIF4EBP2,Eif4ebp2,ortholog_one2one
SLC12A8,Slc12a8,ortholog_one2one
ZFP14,Zfp14,ortholog_one2one
GALNT14,Galnt14,ortholog_one2one
GABRA2,Gabra2,ortholog_one2one
EPHA4,Epha4,ortholog_one2one
IL22,Il22b,ortholog_one2many
IL22,Il22,ortholog_one2many
GJC1,Gjc1,ortholog_one2one
SDF2L1,Sdf2l1,ortholog_one2one
FTO,Fto,ortholog_one2one
,,
CRYGA,Cryga,ortholog_one2one
NOP56,Nop56,ortholog_one2one
WAPL,Wapl,ortholog_one2one
DDX55,Ddx55,ortholog_one2one
ETFRF1,Etfrf1,ortholog_one2one
,,
TMEM123,Tmem123,ortholog_one2one
Metazoa_SRP,,
,,
SNRPA,Snrpa,ortholog_one2one
SEPHS2,,
SNORD65,Snord65,ortholog_one2one
LITAF,Litaf,ortholog_one2many
SLC11A1,Slc11a1,ortholog_one2one
ENY2,Eny2,ortholog_one2one
NAP1L3,Nap1l3,ortholog_one2one
UBE2Q2,,
Metazoa_SRP,,
,,
,Rpl13a,ortholog_one2many
,,
SNORD49A,Snord49a,ortholog_one2one
SDK2,Sdk2,ortholog_one2one
,,
MATR3,Matr3,ortholog_one2one
,,
SPIRE1,Spire1,ortholog_one2one
Metazoa_SRP,,
,,
RINL,Rinl,ortholog_one2one
,,
UBLCP1,Ublcp1,ortholog_one2one
ADM,Adm,ortholog_one2one
PRKCB,Prkcb,ortholog_one2one
ECM2,Ecm2,ortholog_one2one
Metazoa_SRP,,
SNORD49B,Snord49b,ortholog_one2one
,,
HPDL,Hpdl,ortholog_one2one
HDHD2,Hdhd2,ortholog_one2one
DNAJB14,Dnajb14,ortholog_one2one
TMEM70,Tmem70,ortholog_one2one
,,
PPP2R1A,Ppp2r1a,ortholog_one2one
PCNA,Pcna,ortholog_one2one
,,
C12H2orf80,D630023F18Rik,ortholog_one2one
FAM133A,,
CFAP90,Cfap90,ortholog_one2one
,,
U6,Gm25061,ortholog_one2one
UNC13D,Unc13d,ortholog_one2one
HIGD1B,Higd1b,ortholog_one2one
MOGS,Mogs,ortholog_one2one
,,
,,
GRAMD1A,Gramd1a,ortholog_one2one
ITGAL,Itgal,ortholog_one2one
U6,,
U6,,
PRMT7,Prmt7,ortholog_one2one
,,
ZFP82,Zfp82,ortholog_one2one
SERAC1,Serac1,ortholog_one2one
SLFN12,Slfn3,ortholog_many2many
SLFN12,Slfn1,ortholog_many2many
SLFN12,Slfn4,ortholog_many2many
SLFN12,Slfn2,ortholog_many2many
,,
KRAS,Kras,ortholog_one2one
,,
,,
PSMB4,Psmb4,ortholog_one2one
TRPV2,Trpv2,ortholog_one2one
F2,F2,ortholog_one2one
KMT2C,Kmt2c,ortholog_one2one
UBE4A,Ube4a,ortholog_one2one
BIN1,Bin1,ortholog_one2one
,,
U4,,
EVX2,Evx2,ortholog_one2one
Metazoa_SRP,,
Y_RNA,Gm24629,ortholog_one2many
,,
,,
,,
ARSK,Arsk,ortholog_one2one
MARF1,Marf1,ortholog_one2one
TNFRSF6B,,
,,
ZNF514,Mrps5,ortholog_one2one
LRRC20,Lrrc20,ortholog_one2one
U6,,
U2,,
PKHD1L1,Pkhd1l1,ortholog_one2one
U7,,
CHRNA2,Chrna2,ortholog_one2one
,,
FSIP1,Fsip1,ortholog_one2one
,Cd24a,ortholog_one2many
,,
Y_RNA,,
,,
CCNF,Ccnf,ortholog_one2one
,,
U6,,
MDM1,Mdm1,ortholog_one2one
EDIL3,Edil3,ortholog_one2one
Metazoa_SRP,,
,,
Metazoa_SRP,,
LOX,Lox,ortholog_one2one
,Eif2s3x,ortholog_many2many
,Eif2s3y,ortholog_many2many
,,
CLEC9A,Clec9a,ortholog_one2one
,,
Metazoa_SRP,,
SYCP3,Gm1993,ortholog_one2many
SYCP3,Gm20736,ortholog_one2many
SYCP3,Slxl1,ortholog_one2many
SYCP3,Gm773,ortholog_one2many
SYCP3,Gm14819,ortholog_one2many
SYCP3,Gm20792,ortholog_one2many
SYCP3,Gm10488,ortholog_one2many
SYCP3,Gm2012,ortholog_one2many
SYCP3,Gm28891,ortholog_one2many
SYCP3,Gm28510,ortholog_one2many
SYCP3,Gm10147,ortholog_one2many
SYCP3,Gm16405,ortholog_one2many
SYCP3,Gm20869,ortholog_one2many
SYCP3,Gm21865,ortholog_one2many
SYCP3,Gm20894,ortholog_one2many
SYCP3,Gm21518,ortholog_one2many
SYCP3,Gm5934,ortholog_one2many
SYCP3,Gm20850,ortholog_one2many
SYCP3,Gm20890,ortholog_one2many
SYCP3,Gm35134,ortholog_one2many
SYCP3,Gm21627,ortholog_one2many
SYCP3,Gm20905,ortholog_one2many
SYCP3,Gm6121,ortholog_one2many
SYCP3,Gm4297,ortholog_one2many
SYCP3,3830403N18Rik,ortholog_one2many
SYCP3,Gm21173,ortholog_one2many
SYCP3,Gm21258,ortholog_one2many
SYCP3,Gm4836,ortholog_one2many
SYCP3,Gm2030,ortholog_one2many
SYCP3,Gm10058,ortholog_one2many
SYCP3,Gm14632,ortholog_one2many
SYCP3,Gm20838,ortholog_one2many
SYCP3,Gm28870,ortholog_one2many
SYCP3,Gm20837,ortholog_one2many
SYCP3,Gm20931,ortholog_one2many
SYCP3,1700013H16Rik,ortholog_one2many
SYCP3,Gm29564,ortholog_one2many
SYCP3,Gm21366,ortholog_one2many
SYCP3,Gm5168,ortholog_one2many
SYCP3,Gm20824,ortholog_one2many
SYCP3,1700040F15Rik,ortholog_one2many
SYCP3,Gm5935,ortholog_one2many
SYCP3,Gm10096,ortholog_one2many
SYCP3,Gm21256,ortholog_one2many
SYCP3,Gm21497,ortholog_one2many
SYCP3,Gm28919,ortholog_one2many
SYCP3,Gm28102,ortholog_one2many
SYCP3,Gm28576,ortholog_one2many
SYCP3,Gm20906,ortholog_one2many
SYCP3,Gm21317,ortholog_one2many
SYCP3,Gm31571,ortholog_one2many
SYCP3,Xlr,ortholog_one2many
SYCP3,Gm28961,ortholog_one2many
SYCP3,Gm29276,ortholog_one2many
SYCP3,Gm28490,ortholog_one2many
SYCP3,Gm28897,ortholog_one2many
SYCP3,Gm29582,ortholog_one2many
SYCP3,Gm21409,ortholog_one2many
SYCP3,Gm20920,ortholog_one2many
SYCP3,Gm20911,ortholog_one2many
SYCP3,Gm20817,ortholog_one2many
SYCP3,Slx,ortholog_one2many
SYCP3,Gm20903,ortholog_one2many
SYCP3,Gm21861,ortholog_one2many
SYCP3,Gm21488,ortholog_one2many
SYCP3,Gm20855,ortholog_one2many
SYCP3,Gm21094,ortholog_one2many
SYCP3,Gm21477,ortholog_one2many
SYCP3,Gm21739,ortholog_one2many
SYCP3,Gm29554,ortholog_one2many
SYCP3,Gm20883,ortholog_one2many
SYCP3,Gm20908,ortholog_one2many
SYCP3,Gm29110,ortholog_one2many
SYCP3,Gm21858,ortholog_one2many
SYCP3,Gm28553,ortholog_one2many
SYCP3,Gm20888,ortholog_one2many
SYCP3,Gm20897,ortholog_one2many
SYCP3,Gm14525,ortholog_one2many
SYCP3,Sycp3,ortholog_one2many
SYCP3,Gm28827,ortholog_one2many
SYCP3,Gm21117,ortholog_one2many
SYCP3,Gm20937,ortholog_one2many
SYCP3,Gm10487,ortholog_one2many
SYCP3,Gm5169,ortholog_one2many
SYCP3,Gm20929,ortholog_one2many
SYCP3,Gm16430,ortholog_one2many
SYCP3,Gm20916,ortholog_one2many
SYCP3,Gm20843,ortholog_one2many
SYCP3,Gm10486,ortholog_one2many
SYCP3,Gm21760,ortholog_one2many
SYCP3,Gm20835,ortholog_one2many
SYCP3,Gm20820,ortholog_one2many
SYCP3,Gm21209,ortholog_one2many
SYCP3,Gm20896,ortholog_one2many
SYCP3,Gm20814,ortholog_one2many
SYCP3,Sly,ortholog_one2many
SYCP3,Gm30737,ortholog_one2many
SYCP3,Gm21996,ortholog_one2many
SYCP3,Gm20870,ortholog_one2many
SYCP3,Gm21650,ortholog_one2many
SYCP3,Gm10230,ortholog_one2many
SYCP3,Gm28998,ortholog_one2many
SYCP3,Gm29866,ortholog_one2many
SYCP3,Gm21294,ortholog_one2many
SYCP3,Gm21095,ortholog_one2many
,,
Y_RNA,,
HOXD13,Hoxd13,ortholog_one2one
ZNF566,Zfp566,ortholog_one2one
,,
,,
EXOSC3,Exosc3,ortholog_one2one
SNORA71,Gm24411,ortholog_one2many
SNORA71,Gm23925,ortholog_one2many
SLFN12L,Slfn3,ortholog_many2many
SLFN12L,Slfn1,ortholog_many2many
SLFN12L,Slfn4,ortholog_many2many
SLFN12L,Slfn2,ortholog_many2many
FKBP10,Fkbp10,ortholog_one2one
,,
YPEL,Ypel1,ortholog_one2one
FASTKD3,Fastkd3,ortholog_one2one
CD40,Cd40,ortholog_one2one
,,
,,
EFTUD2,Eftud2,ortholog_one2one
SPTB,Sptb,ortholog_one2one
RBM45,Rbm45,ortholog_one2one
,,
,,
,,
ZSWIM5,Zswim5,ortholog_one2one
SNORA71,Gm26003,ortholog_one2one
INO80B,Ino80b,ortholog_one2one
,,
CDK1,Cdk1,ortholog_one2one
,Duxbl1,ortholog_one2many
LY96,Ly96,ortholog_one2one
TMEM230,Tmem230,ortholog_one2one
,,
PREX2,Prex2,ortholog_one2one
,,
,,
ZNF777,Zfp777,ortholog_one2one
Y_RNA,,
SMCR8,Smcr8,ortholog_one2one
,Or10h28,ortholog_one2many
SNORA71,,
CDKN1A,Cdkn1a,ortholog_one2one
HOXD12,Hoxd12,ortholog_one2one
ZNF474,Zfp474,ortholog_one2one
,,
MMP7,Mmp7,ortholog_one2one
AIFM1,Aifm1,ortholog_one2one
ARFRP1,Arfrp1,ortholog_one2one
Metazoa_SRP,,
FAM241A,Fam241a,ortholog_one2one
TRMT10B,Trmt10b,ortholog_one2one
U6,Gm54442,ortholog_one2one
Y_RNA,,
,Iglc4,ortholog_many2many
,Iglc3,ortholog_many2many
,Iglc1,ortholog_many2many
,Iglc2,ortholog_many2many
TAB3,Tab3,ortholog_one2one
SNN,Snn,ortholog_one2one
,,
U6,Gm23483,ortholog_one2many
SNORA71,,
,,
TMEM171,Tmem171,ortholog_one2one
TSTD3,,
SBF2,Sbf2,ortholog_one2one
,,
GMFB,Gmfb,ortholog_one2one
,1700034E13Rik,ortholog_one2one
Metazoa_SRP,,
AGBL3,Agbl3,ortholog_one2one
,,
Metazoa_SRP,,
,,
Metazoa_SRP,,
,,
,,
IPPK,Ippk,ortholog_one2one
WNT8A,Wnt8a,ortholog_one2one
H2AZ1,H2az1,ortholog_one2one
ZNF260,Zfp260,ortholog_one2one
U6,Gm22308,ortholog_one2many
,Snora44,ortholog_one2many
,,
CYP2C76,Cyp2c70,ortholog_one2one
NPFFR1,Npffr1,ortholog_one2one
HOMER1,Homer1,ortholog_one2one
CBFB,Cbfb,ortholog_one2one
U6,,
Metazoa_SRP,,
RALGAPB,Ralgapb,ortholog_one2one
,,
KDM5A,Kdm5a,ortholog_one2one
,Gtpbp3,ortholog_one2many
PXDN,Pxdn,ortholog_one2one
,,
EPOP,Epop,ortholog_one2one
mml-mir-7201,,
U7,,
,,
Metazoa_SRP,,
,,
GPR150,,
HOXD11,Hoxd11,ortholog_one2one
,,
WBP2,Wbp2,ortholog_one2one
,,
U6,Gm22576,ortholog_one2many
,,
SHMT1,Shmt1,ortholog_one2one
Y_RNA,,
,,
U6,Gm27449,ortholog_one2one
,,
,,
,,
,,
MPDZ,Mpdz,ortholog_one2one
,,
U4,,
,,
KATNAL2,Katnal2,ortholog_one2one
SNORD57,Snord57,ortholog_one2one
AP1AR,Ap1ar,ortholog_one2one
Y_RNA,,
FAM219A,Fam219a,ortholog_one2one
,,
,,
CEL,Cel,ortholog_one2one
ZNF529,,
TXNDC11,Txndc11,ortholog_one2one
SLFN14,Slfn14,ortholog_one2one
Metazoa_SRP,,
MTRR,Mtrr,ortholog_one2one
ZNF746,Zfp746,ortholog_one2one
,,
TMEM174,Tmem174,ortholog_one2one
U6,,
HOXD10,Hoxd10,ortholog_one2one
U6,Gm24461,ortholog_one2one
HPS6,Hps6,ortholog_one2one
,,
U1,Gm25818,ortholog_one2one
RFESD,Rfesd,ortholog_one2one
U6,Gm23302,ortholog_one2many
U6,Gm26061,ortholog_one2many
SLC35C2,Slc35c2,ortholog_one2one
,Rab4b,ortholog_one2many
RPH3A,Rph3a,ortholog_one2one
,,
ZNF107,,
UGT1A1,Ugt1a1,ortholog_one2one
SNORD56,Gm23650,ortholog_one2one
Metazoa_SRP,,
BTG1,Btg1,ortholog_one2many
Metazoa_SRP,,
JPH1,Jph1,ortholog_one2one
PLCL1,Plcl1,ortholog_one2one
Metazoa_SRP,,
PPA1,Ppa1,ortholog_one2one
,,
Y_RNA,,
SNCAIP,Sncaip,ortholog_one2one
,,
USP45,Usp45,ortholog_one2one
ATXN7L3B,Atxn7l3b,ortholog_one2one
CYLD,Cyld,ortholog_one2one
GPR176,Gpr176,ortholog_one2one
U6,Gm25792,ortholog_many2many
U6,Gm24164,ortholog_many2many
CARNS1,Carns1,ortholog_one2one
,,
Metazoa_SRP,,
MMP20,Mmp20,ortholog_one2one
CDC123,Cdc123,ortholog_one2one
SNORD86,Gm23187,ortholog_one2one
Metazoa_SRP,,
GNPTAB,Gnptab,ortholog_one2one
,,
ANKRD13A,Ankrd13a,ortholog_one2one
FRMPD1,Frmpd1,ortholog_one2one
NME5,Nme5,ortholog_one2one
,,
,,
MLLT6,Mllt6,ortholog_one2one
,,
U6,Gm24630,ortholog_one2one
CCDC103,Ccdc103,ortholog_one2one
ZNF26,,
HOXD9,Hoxd9,ortholog_one2one
,,
,,
,,
Metazoa_SRP,,
Metazoa_SRP,,
MED13,Med13,ortholog_one2one
Metazoa_SRP,,
,,
,,
PPIL2,Ppil2,ortholog_one2one
Metazoa_SRP,,
,,
,,
Metazoa_SRP,,
Y_RNA,,
SNORA51,,
,,
,,
SIRT2,Sirt2,ortholog_one2one
,,
,,
,,
Y_RNA,,
ZNF382,Zfp382,ortholog_one2one
HOXD8,Hoxd8,ortholog_one2one
,,
U7,,
SNORA9B,,
Metazoa_SRP,,
,,
U1,Gm23330,ortholog_one2one
Metazoa_SRP,,
ZNF84,,
U6,,
,,
LHB,Lhb,ortholog_one2one
SNORD7,Snord7,ortholog_one2one
HNF1A,Hnf1a,ortholog_one2one
SELENBP1,Selenbp1,ortholog_one2many
SELENBP1,Selenbp2,ortholog_one2many
,,
,,
SNORD110,Snord110,ortholog_one2one
,Srsf3,ortholog_one2many
,,
TMEM241,Tmem241,ortholog_one2one
,,
,,
U6,Gm22753,ortholog_one2many
MTMR4,Mtmr4,ortholog_one2one
Metazoa_SRP,,
RACK1,Rack1,ortholog_one2one
,,
LDB1,Ldb1,ortholog_one2one
,Atp6v1d,ortholog_one2many
,,
KCNJ8,Kcnj8,ortholog_one2one
FOXD1,Foxd1,ortholog_one2one
,,
Y_RNA,,
PEX12,Pex12,ortholog_one2one
,,
,,
STPG4,Stpg4,ortholog_one2one
EIF2B1,Eif2b1,ortholog_one2one
CBLIF,Cblif,ortholog_one2one
mml-mir-7164,,
,,
U3,,
GRID1,Grid1,ortholog_one2one
ADAMTS6,Adamts6,ortholog_one2one
Y_RNA,,
GDAP1,Gdap1,ortholog_one2one
WBP1,Wbp1,ortholog_one2one
,,
Y_RNA,,
CNKSR2,Cnksr2,ortholog_one2one
IDH1,Idh1,ortholog_one2one
ADCY8,Adcy8,ortholog_one2one
U6,Gm25416,ortholog_one2one
,,
,,
JAM3,Jam3,ortholog_one2one
ETV6,Etv6,ortholog_one2one
DEXI,Dexi,ortholog_one2one
Metazoa_SRP,,
TMC2,Tmc2,ortholog_one2one
CAMLG,Caml,ortholog_one2one
CLEC1B,Clec1b,ortholog_one2one
PMFBP1,Pmfbp1,ortholog_one2one
U6,,
,Lhb,ortholog_one2one
U6,Gm24456,ortholog_one2one
FAM187A,Fam187a,ortholog_one2one
KDM6B,Kdm6b,ortholog_one2one
mml-mir-10b,Mir10b,ortholog_one2one
UROD,Urod,ortholog_one2one
,Snord13,ortholog_one2many
,,
TPP1,Tpp1,ortholog_one2one
PKDCC,Pkdcc,ortholog_one2one
Metazoa_SRP,,
UBE2A,Ube2a,ortholog_one2one
Metazoa_SRP,,
Metazoa_SRP,,
SLC23A2,Slc23a2,ortholog_one2one
Metazoa_SRP,,
U6,,
VASN,Vasn,ortholog_one2one
U6,Gm22364,ortholog_one2one
EPHX2,Ephx2,ortholog_one2one
BTF3,,
PITPNA,Pitpna,ortholog_one2one
HOXD4,Hoxd4,ortholog_one2one
mml-mir-30b,Mir30b,ortholog_one2one
ZNF891,Zfp78,ortholog_many2many
Y_RNA,,
,,
ZMYND11,Zmynd11,ortholog_one2one
GFAP,Gfap,ortholog_one2one
U6,,
FAM174A,Fam174a,ortholog_one2one
,,
,,
ZNF680,,
U6,Gm23210,ortholog_one2many
,,
,,
U4,,
Metazoa_SRP,,
U5,Gm24043,ortholog_one2many
,,
,,
Metazoa_SRP,,
Metazoa_SRP,,
mml-mir-30d,Mir30d,ortholog_one2one
PHAF1,Phaf1,ortholog_one2one
Y_RNA,,
C15H9orf24,1110017D15Rik,ortholog_one2one
,,
HEG1,Heg1,ortholog_one2one
ZNG1A,Cbwd1,ortholog_one2one
,,
,,
RTKN,Rtkn,ortholog_one2one
U4,,
ABCC9,Abcc9,ortholog_one2one
Metazoa_SRP,,
KRBA1,Krba1,ortholog_one2one
SPATA9,Spata9,ortholog_one2one
U1,Gm22361,ortholog_one2one
HOXD3,Hoxd3,ortholog_one2one
,,
SNORD23,Snord23,ortholog_one2one
CGRRF1,Cgrrf1,ortholog_one2one
,,
,,
DDIT4L,Ddit4l,ortholog_one2one
KCMF1,Kcmf1,ortholog_one2one
,,
U8,,
STK38,Stk38,ortholog_one2one
,,
,,
MRPL16,Mrpl16,ortholog_one2one
BICD2,Bicd2,ortholog_one2one
,,
,,
MMP27,Mmp27,ortholog_one2one
CAPN13,Capn13,ortholog_one2one
U6,Gm24378,ortholog_one2one
TPO,Tpo,ortholog_one2one
,,
DNAJA3,Dnaja3,ortholog_one2one
TECRL,Tecrl,ortholog_one2one
CLEC16A,Clec16a,ortholog_one2one
U6,,
,,
,,
,,
Metazoa_SRP,,
IL12B,Il12b,ortholog_one2one
Metazoa_SRP,,
KLF10,Klf10,ortholog_one2one
,,
Metazoa_SRP,,
AP2B1,Ap2b1,ortholog_one2one
,,
OSBPL6,Osbpl6,ortholog_one2one
ZNF254,,
,,
U6,Gm55765,ortholog_one2one
,,
,,
LMNTD1,Lmntd1,ortholog_one2one
,,
,,
,,
,,
,,
ZNF567,,
NT5C3B,Nt5c3b,ortholog_one2one
U6,,
,,
Metazoa_SRP,,
MIR2052,,
SNORD96,Snord96a,ortholog_one2one
ST8SIA4,St8sia4,ortholog_one2one
CRADD,Cradd,ortholog_one2one
RFX5,Rfx5,ortholog_one2one
GTF3C5,Gtf3c5,ortholog_one2one
,,
U6,,
,,
GLS,Gls,ortholog_one2one
TMSB10,Tmsb10b,ortholog_one2one
IRS1,Irs1,ortholog_one2one
,,
,,
TPRX1,,
U6,,
ELOA2,,
,,
,,
,,
HOXD1,Hoxd1,ortholog_one2one
EGLN2,Egln2,ortholog_one2many
SNORD95,Gm54636,ortholog_many2many
SNORD95,Snord95,ortholog_many2many
SNORD95,Gm25296,ortholog_many2many
,,
Metazoa_SRP,,
DNAJC10,Dnajc10,ortholog_one2one
,Ttc41,ortholog_one2one
TMEM88,Tmem88,ortholog_one2one
IRX3,Irx3,ortholog_one2one
,,
,,
CDH22,Cdh22,ortholog_one2one
RHOBTB3,Rhobtb3,ortholog_one2one
PNISR,Pnisr,ortholog_one2one
EMCN,Emcn,ortholog_one2one
,,
TTC7A,Ttc7,ortholog_one2one
C11H12orf43,2210016L21Rik,ortholog_one2one
,,
Y_RNA,,
PI15,Pi15,ortholog_one2one
CSTF2T,Cstf2t,ortholog_one2one
KHDRBS3,Khdrbs3,ortholog_one2one
Metazoa_SRP,,
PLEKHG7,,
TRIM52,,
,,
TEDC2,Tedc2,ortholog_one2one
C13H2orf73,4930505A04Rik,ortholog_one2one
Metazoa_SRP,,
TXNDC8,Txndc8,ortholog_one2one
U6,,
Metazoa_SRP,,
ARAP1,Arap1,ortholog_one2one
,,
Metazoa_SRP,,
BRD8,Brd8,ortholog_one2one
SNORA71,Gm25187,ortholog_one2one
mml-mir-605,,
,,
U4,,
Metazoa_SRP,,
,,
GABRA4,Gabra4,ortholog_one2one
ZNF140,,
CRX,Crx,ortholog_one2one
,,
MYORG,Myorg,ortholog_one2one
,,
Metazoa_SRP,,
OAS1,Oas1g,ortholog_one2many
OAS1,Oas1h,ortholog_one2many
OAS1,Oas1e,ortholog_one2many
OAS1,Oas1c,ortholog_one2many
OAS1,Oas1f,ortholog_one2many
OAS1,Oas1b,ortholog_one2many
OAS1,Oas1a,ortholog_one2many
OAS1,Oas1d,ortholog_one2many
,,
,,
U3,Snord3a,ortholog_one2many
SAR1A,Sar1a,ortholog_one2one
SNORA71,Gm25129,ortholog_one2one
,,
PSMD11,Psmd11,ortholog_one2one
,,
,,
,,
ALDH5A1,Aldh5a1,ortholog_one2one
,,
TRIM47,Trim47,ortholog_one2one
SMPD3,Smpd3,ortholog_one2one
ZNF408,Zfp408,ortholog_one2one
SLITRK6,Slitrk6,ortholog_one2one
GTF2H3,Gtf2h3,ortholog_one2one
MTX2,Mtx2,ortholog_one2one
OTC,Otc,ortholog_one2one
,,
NAA38,Naa38,ortholog_one2one
SNX2,Snx2,ortholog_one2one
,,
,,
Metazoa_SRP,,
ANKRA2,Ankra2,ortholog_one2one
,,
,,
,,
B3GNT9,B3gnt9,ortholog_one2one
ZNF2,Zfp661,ortholog_one2one
ZNF516,Zfp516,ortholog_one2one
PACS1,Pacs1,ortholog_one2one
NUDT2,Nudt2,ortholog_one2one
FTHL17,,
,,
ADIG,Adig,ortholog_one2one
,,
